text,label,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
윤석열의 곤란한 답변 자르고 깐부해주는것 보시라 오늘 2차 토론에서도 보여주듯이 자영업자 지원금 주지말라고 쥐랄 쥐랄 쌀때는 언제고 지금은 또 안준다고 쥐랄쥐랄 대체 이 여자의 정체가 저는 매우 궁금합니다 #꼴페미 메갈대장 심상정,0,0.9,0.02,0.01,0.03,0.02,0.03,0.02,0.06,0.08,0.07
윤석열되면 여가부 폐지 운운 ㅋㅋ 이재명 돼서 경제 파탄 나면 그때 여성들 진짜 조때는 것임 머리나쁜 트페미들아,0,0.9,0.03,0.04,0.03,0.02,0.01,0.01,0.04,0.07,0.05
아니 그니까 왜 윤석열 되면 여성인권이 좆돼서 이재명을 그렇게 착즙후빨해대는거 ㅋㅋ 이재명이 되도 여성인권은 좆 이거입니다 페미니즘 대통령 문재인과 민좆당 180석 해서 여성인권은 5년동안 전진하셨음,0,0.89,0.02,0.01,0.05,0.01,0.03,0.02,0.08,0.1,0.04
대선토론에서 윤석열이 페미니즘을 휴머니즘의 한 종류라고 말했건만 페미니즘은 여전히 어렵고 복잡한 이슈다 갈등 없이 세상이 바뀌는 경우가 있었던가 사전투표가 시작됐습니다 모두 소중한 한 표 행사합시다아 #나의미친페미니스트여자친구,0,0.89,0.02,0.03,0.03,0.01,0.02,0.01,0.03,0.05,0.14
이재명 윤석열 심상정 안철수의 대결이 아니라 민주당 국힘당 정의당 국민의당의 대결이라고 제발 공약 과 실현가능성 을 따지면 민주당 대선 후보 이재명은 여성들에게 차악이 아니라 최선이에요 특히 레디컬페미들에게는 더더욱,1,0.88,0.02,0.02,0.02,0.01,0.02,0.01,0.04,0.04,0.14
문재인은 안된다고 심상정 찍어야 심상정 된다던 또 이낙연은 민주당은 안된다던 근데 이젠 심상정 찍으면 윤석열 된다고 쓰레기민주당 이재명이 페미라고 지지하는 저 훼미팔이 트찔이들은 그냥 일반 애들 아니라니까 소수 진보당 또 엔엘 새끼들 당원 당직자 관계자 단체 밥그릇 새끼들임,0,0.88,0.02,0.03,0.08,0.02,0.03,0.02,0.28,0.12,0.05
성접대 의혹 이준석이 맘에 드는 여자 연예인 한두명 아니면 전에 말한 그 여친 정도는 데리고 튀어줄 수도 있지만 일단 10대중후반 20 30대 남성은 안그래도 수가 적어서 대기업회장 대주주 아들이 아니고서야 걍 최전선에서 죽어나갈 것 윤석열은 여자나 페미를 조져줄 사람이 아님,0,0.88,0.04,0.02,0.02,0.04,0.02,0.01,0.05,0.04,0.1
부동산 때문에 윤석열 뽑는 한국여자는 ㅋㅋ 병신저능아이자 노예라고 볼 수밖에 없다,0,0.88,0.05,0.01,0.03,0.02,0.02,0.01,0.06,0.1,0.03
이런데도 여성가족부 폐지 윤석열은 아동과 청소년에 관심없는 것 부처 이름이 여가부라고해서 여자들만을 위한 것이라 딱지붙이고는 제대로 알아보지도 않았을 것,0,0.88,0.02,0.01,0.05,0.01,0.02,0.01,0.04,0.06,0.09
응 니가 발광해봤자 여가부 폐지하자는 윤석열 절 대 안뽑아 여성을 좆밥으로 아는 윤석열 절대 안뽑아,0,0.88,0.03,0.01,0.03,0.02,0.02,0.01,0.08,0.15,0.04
진심 윤석열 안빠면 입페미라는 논리구조가 궁금해,0,0.88,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.08,0.09
#정희진 #정희진의낯선사이 이재명 윤석열 후보의 같음과 다름 #경향신문 #칼럼 #여성주의 #페미니즘,1,0.88,0.02,0.02,0.03,0.01,0.02,0.02,0.06,0.04,0.09
점명이 지지하는 이대녀는 7400명 밖에 안되는구나 이대녀 7400명 이재명 지지선언 윤석열 여가부 폐지 공약 폭력적,0,0.88,0.02,0.02,0.04,0.02,0.02,0.01,0.06,0.06,0.18
윤석엘 오똑해 여성비하 계속 여성경찰비하 여성가족부 폐지 여성 미투 비하 여성검사무시 여성없는 나라 윤석열검찰공화국,0,0.87,0.03,0.01,0.04,0.01,0.02,0.01,0.06,0.1,0.1
윤석엘 오똑해 여성비하 계속 여성경찰비하 여성가족부 폐지 여성 미투 비하 여성검사무시 여성없는 나라 윤석열검찰공화국,0,0.87,0.03,0.01,0.04,0.01,0.02,0.01,0.06,0.1,0.1
윤석열빨면서 여성인권 운운하는년들 역겨워 소울드레서 너희들말이야,0,0.87,0.04,0.02,0.02,0.01,0.01,0.01,0.04,0.11,0.06
이대녀 7400명 이재명 지지선언 윤석열 여가부 폐지 공약 폭력적,0,0.87,0.01,0.02,0.04,0.01,0.02,0.01,0.06,0.07,0.22
이대녀 7400명 이재명 지지선언 윤석열 여가부 폐지 공약 폭력적 이재명 여성안심 대통령 되겠다,0,0.87,0.02,0.02,0.04,0.01,0.02,0.01,0.04,0.07,0.24
정치얘기 안 하고 싶은데 제발 여자들좀 살려주세요 대놓고 여자들 배척하는 윤석열만은 막아야하는에 윤석열이 심상정 뽑으라고 부추기면 ㅋ 답이 보이잖아요 원래는 저도 심 지지자입니다 제 인생이 먼저잖아요 여자들이 일단 살고봐야죠 엉엉 국회의원때 많이 뽑아주자구요,0,0.87,0.05,0.02,0.03,0.01,0.02,0.01,0.02,0.05,0.1
이대녀 7400명 이재명 지지선언 윤석열 여가부 폐지 공약 폭력적,0,0.87,0.01,0.02,0.04,0.01,0.02,0.01,0.06,0.07,0.22
정의당이 완전 윤석열한테 붙었구나 진중권 기어들어 갈때 알아봤지만 증상이 심하다 민주당 망하면 그자리 지네꺼 될줄 아나본데 걍 꼴페미 정당이고 그나마 사라질것 심상정 죄가 크다 나서는 모두들 어찌 하나같이 인상은 괴학인지,0,0.87,0.01,0.02,0.06,0.02,0.04,0.02,0.14,0.11,0.04
이대녀 7400명 이재명 지지선언 윤석열 여가부 폐지 공약 폭력적,0,0.87,0.01,0.02,0.04,0.01,0.02,0.01,0.06,0.07,0.22
결국 이십대 남성 휴면표인 반중롤깨 의 투표굴기 를 이뤄냈으니 원하던 방향 반대로 큰 성과를 이루긴 한 듯 민주주의 발전은 한녀가 시키고 표는 윤석열이 번다,0,0.87,0.06,0.02,0.04,0.02,0.02,0.01,0.03,0.04,0.07
윤석열의 반 페미니즘 선동은 반드시 실패하고야 말것이다,0,0.86,0.02,0.02,0.02,0.01,0.01,0.01,0.04,0.07,0.11
동생한테 페미 쿵쾅년하고는 말을 섞지 않는다는 말을 들었고 음 나는 어른으로서 더이상 말을 얹지 않았다 이 말이 나온 이유 여자에게 돈 쓰는 거 아까워하지 말아라라고 말했다가 음 윤석열 지지자인 이유가 있었던거야 연애를 길게 하지 못한 이유가 있었던거야,0,0.86,0.03,0.01,0.02,0.01,0.02,0.01,0.03,0.06,0.13
윤석열의 반 페미니즘 선동은 반드시 실패하고야 말것이다,0,0.86,0.02,0.02,0.02,0.01,0.01,0.01,0.04,0.07,0.11
윤석열의 반 페미니즘 선동은 반드시 실패하고야 말것이다,0,0.86,0.02,0.02,0.02,0.01,0.01,0.01,0.04,0.07,0.11
윤석열의 반 페미니즘 선동은 반드시 실패하고야 말것이다,0,0.86,0.02,0.02,0.02,0.01,0.01,0.01,0.04,0.07,0.11
인셀도태루저들이 윤석열찍고 여가부폐지하면 자기들한테 성처리노예 하나씩 지급될줄알고 환상품다가 현실깨닫고 충격먹는거 왜이렇게빡치냐이씨발 여자들이 이준석 좋아할줄알았다는 말도 개어이없음ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0.86,0.04,0.02,0.03,0.01,0.01,0.01,0.06,0.13,0.05
윤석열이 찍으면 여자들은 그놈하는짓을보면 뒈지는겨,0,0.86,0.06,0.02,0.02,0.02,0.02,0.01,0.04,0.08,0.04
윤석열의 반 페미니즘 선동은 반드시 실패하고야 말것이다,0,0.86,0.02,0.02,0.02,0.01,0.01,0.01,0.04,0.07,0.11
#국민의힘은 여성탄압을 멈춰라 윤석열이이준석사형공약가져오면 한녀들표몰리기쌉가능인데 이좋은해시태그왜저없을때총공했나요다듷,0,0.86,0.11,0.01,0.04,0.01,0.02,0.01,0.02,0.06,0.06
저기요 윤석열되면 여가부폐지되고 화장실불법촬영전수조사제도도 폐지됩니다,0,0.86,0.02,0.03,0.03,0.01,0.02,0.01,0.08,0.11,0.09
윤석열의 참담한 성평등 인식 수준 저런 자가 여가부폐지를 운운한다 여성 지인들 밭갈이에 특히 좋은 자료,0,0.85,0.02,0.02,0.03,0.01,0.02,0.01,0.08,0.16,0.09
트찔이들이 윤석열이 대통령이 되면 망하니 여자들 다 죽니 이러는거 보니 웃기네 ㅋㅋ 너네들은 문재인 대통령에게도 페미니즘 팔이한다 한녀는 망했다 이랬던걸로 기억하는데 그런데 한결같이 이재명에겐 한없이 너그럽더만 이동호도 모른척해주고 이재명이 초밥 사줬나봐,0,0.85,0.13,0.02,0.03,0.01,0.01,0.01,0.03,0.06,0.04
윤석열은 문재인 정부가 키우고 여혐으로 단결된 20대 남성 지지자층들은 남초 아재들이 부추기고 근데 욕은 여성들 페미들 소수자들이 먹고,0,0.85,0.11,0.02,0.02,0.09,0.02,0.01,0.06,0.03,0.08
여영국 윤석열 페미니즘이 무슨 볼트모트냐 한판승부,0,0.85,0.03,0.02,0.07,0.01,0.01,0.01,0.02,0.05,0.15
지금 가장 가능성 있는 대안이 이재명과 민주당이라는 게 절망적이지만 저렇게 죽자고 여자들을 죽여야 지들이 산다고 말하는 민정당과 윤석열보다야 낫겠지 근데 계속 희망을 가졌다가 넘어지고 무너지는 것도 이미 힘들어서 그냥 화만 남,0,0.84,0.03,0.01,0.02,0.01,0.03,0.02,0.03,0.09,0.1
우리나라의 자칭 페미라는 자들을 자세히 살펴보면 극우 보수 남성 혐오자가 더 많음을 김재련의 예에서 확실히 알 수 있다 이런 유형의 자들이 윤석열 집단에서 일베와 함께 일하고 있다,1,0.84,0.02,0.02,0.02,0.01,0.01,0.01,0.05,0.06,0.21
역시 메갈당 선택적 정의당 심상정은 윤석열과 깐부다 은근히 도와주고 밀어주는 심상정과 윤석열 밀당,1,0.84,0.01,0.01,0.05,0.02,0.02,0.01,0.09,0.16,0.1
역시 메갈당 선택적 정의당 심상정은 윤석열과 깐부다 은근히 도와주고 밀어주는 심상정과 윤석열 밀당,1,0.84,0.01,0.01,0.05,0.02,0.02,0.01,0.09,0.16,0.1
윤석열 여가부폐지 도둑질이나 다름없어 허경영,0,0.84,0.01,0.02,0.06,0.01,0.02,0.02,0.13,0.16,0.06
역시 메갈당 선택적 정의당 심상정은 윤석열과 깐부다 은근히 도와주고 밀어주는 심상정과 윤석열 밀당,1,0.84,0.01,0.01,0.05,0.02,0.02,0.01,0.09,0.16,0.1
윤석열 되면 여자는 다 죽었다 생각밖에 안 듦 펨코 일베등 여자 공개적으로 스토킹하고 패고 다니던 애들 스피커 달아줬는데 죽어도 곱게 못 죽고 뻑가 같은 애들이 디폴트 되겠지,0,0.84,0.05,0.01,0.02,0.01,0.01,0.01,0.04,0.1,0.1
차라리 홍준표가 나왔으면 고민해봤을 거라는 트페미들 웃기네 도대체 정치에 얼마나 무관심한 거야 여가부 폐지는 원래 홍준표 공약이었거든요 윤석열은 젊은 국힘 지지자들 사이에서 워낙 반향이 심하니까 입장을 바꾼 거지 홍준표도 처음에는 마찬가지였고,0,0.84,0.01,0.02,0.02,0.02,0.01,0.01,0.06,0.09,0.13
김범수는 내남편 추석때시댁에서 떡해오라고했다 피의자최은순의 검사윤석열 윤세열과 약혼자김범수와 김건희 두집살림한건가 남자관계이용해온 최은순의 라마다르네상스조회장통해 유부남양재택검사와동거 피의자검사 윤석열과동거 꽃뱀모녀사기단이 대선흔든다,0,0.84,0.06,0.02,0.03,0.01,0.02,0.03,0.05,0.05,0.05
얼마 전까지만 해도 윤석열 경제 공약이나 부동산 정책 보고 대체 아는 게 뭐냐고 윤이 당선되면 나라 망한다더니 여가부폐지 한마디에 표 우르르 몰리는 게 마치 지능 상실하고 고기만 물어뜯으려는 좀비와 같음 이 새끼들한텐 나라 엿 되는 거보다 한국 여자 뚜들겨 패는 게 제일 중요함,0,0.83,0.03,0.02,0.05,0.02,0.01,0.01,0.1,0.14,0.03
윤석열 안철수 전격 심야 회동 단일화 잠정 합의 다음 뉴스 안철수 후보님 감사합니다 #정권교체 갑시다 #내로남불 타파합시다 #여가부폐지 합시다 #언론재갈법 철퇴 #더듬어민주당 #더불어민주당 가지 않습니다 사지 않습니다 #정치 #대선 #대통령선거,0,0.83,0.02,0.03,0.05,0.02,0.11,0.01,0.28,0.13,0.04
문재인이 싫어서 무조건 윤석열 찍겠다는 멍청한 이대남 놈들을 보면 미친 메갈년들 보다 더 미친놈들,0,0.83,0.18,0.03,0.02,0.03,0.02,0.01,0.1,0.04,0.04
윤석열이 반페미 노선 타니까 그와 관련된 여성단체 애들이 트위터에 선동글 쓰면서 조종대 잡으려는 것 같은데 여가부가 폐지되면 걍 수많은 여성단체들 밥줄이 끊길 뿐 이 외에는 아무일도 안 일어남 ㅋㅋ 애초에 보건복지부 하던 일인데 뭘 일자리가 뺏겨,0,0.83,0.01,0.01,0.04,0.01,0.01,0.01,0.07,0.11,0.1
윤석열 제발 뽑지마요 씨발 제발요 윤석열 하는짓 좀만 보시면 알아요 할줄아는거 대가리에 든거 좆도 없는데다 일본군 상시 지원병력으로 둔다는데 맞다고 봄 뭐 페미 관련 여성부 철폐 씨발 그 꼰대펭귄새끼가 진짜 할거라는 생각1도 안함 제2의 박근혜가 됬으면 됬지 덜하지않음,0,0.83,0.03,0.01,0.03,0.06,0.03,0.01,0.14,0.17,0.04
저 트윗 좋아하는 사람들 다 윤석열 지지하는 사람들이야 심상정 좋습니다 하는 이유가 이재명 저렇게 쥐어잡으니까 윤석열지지자들이 좋아하는거겠지 여가부 폐지한다고 윤석열 안돼 이럴거면 좀,0,0.83,0.01,0.02,0.04,0.01,0.02,0.02,0.1,0.12,0.09
저출산이 페미니즘 탓 이라던 윤석열 이번엔 페미니즘은 휴머니즘의 하나,0,0.83,0.02,0.02,0.03,0.01,0.01,0.01,0.03,0.06,0.22
정치 얘기 끌고와서 미안한데 윤석열 뽑히면 한국여자 망함 나 반페미성향 가졌었던 사람인데도 이재명 지지하는거임 무슨 뜻인지 알겠니,0,0.82,0.04,0.01,0.03,0.01,0.01,0.01,0.02,0.08,0.13
국민뉴스 여성 신체 몰카범 잡고 보니 윤석열 캠프 여가부 폐지 한 줄 공약 핵심인물 열린공감 몰카하려고 여가부 폐지 주도했나,0,0.82,0.02,0.02,0.03,0.01,0.01,0.01,0.04,0.12,0.17
아무리 혐오사상에 미쳐도 그렇지 페미고 뭐고 다 제쳐두고 젠더 공약 빼고 봐도 정상적인 능지를 가진 사람은 반페미여도 윤석열을 안찍어요 정신차리셈 윤석열 공약 대부분은 문재인 정부에서 이미 실현된거고 유의미한 공약은 여성 조지기 노동자 조지기 환경 조지기 전쟁 일으키기밖에 없음,0,0.82,0.02,0.03,0.01,0.01,0.01,0.01,0.04,0.1,0.12
이수정 경기대학교 범죄심리학 교수는 윤석열 국민의힘 대선후보가 여성가족부 이하 여가부 폐지를 핵심 공약으로 내건 것과 관련해 여가부 폐지 공약에 찬성한다 면서 윤 후보 지지에 변함이 없다는 입장을 밝혔다 집단성폭행 원조교제를 모른척한다면 여가부가 무슨 필요가 있을까,0,0.82,0.01,0.03,0.03,0.01,0.02,0.01,0.08,0.08,0.13
이대녀 7400명 이재명 지지 선언 윤석열 여가부 폐지 공약 폭력적 url,0,0.82,0.01,0.02,0.04,0.01,0.01,0.01,0.05,0.07,0.28
국민뉴스 여성 신체 몰카범 잡고 보니 윤석열 캠프 여가부 폐지 한 줄 공약 핵심인물 열린공감 몰카하려고 여가부 폐지 주도했나,0,0.82,0.02,0.02,0.03,0.01,0.01,0.01,0.04,0.12,0.17
패미와 일베가 함께 일하는 이상한 집단 윤석열 굿짐당,1,0.82,0.01,0.04,0.03,0.02,0.01,0.01,0.12,0.1,0.07
재미있는건 여성부 폐지 공약으로 20대 30대 남성들의 지지를 받고있는 윤석열 후보는 공보물에는 여성부 폐지를 안넣었는데 허경영 후보는 넣었다,0,0.81,0.02,0.01,0.03,0.01,0.01,0.01,0.03,0.07,0.21
윤석열아 여성징병제 하자,0,0.81,0.09,0.03,0.02,0.01,0.01,0.01,0.04,0.08,0.08
윤석열이다이년들아,0,0.81,0.02,0.02,0.02,0.01,0.01,0.02,0.05,0.18,0.08
진짜 여성표 얻으려고 이재명은 토론에서 페미니즘 정의로 윤석열 패고 여성위원회와 일정 늘리고 제대로된 공약 쥐어주는데 심상정과 정의당쪽은 여성표가 당연히 본인들 표처럼 가스라이팅만 하고 있음,0,0.81,0.01,0.02,0.04,0.01,0.02,0.01,0.06,0.13,0.14
윤석열 지지자분들 중에 여가부 폐지 안 될 거야 하시는 분들 너무 신기하네 이런 게 바로 정신승리 아닌가 와중에 여성단체애들 시민단체 간사들 하면서 혐오정서 투명하게 드러내는 것도 웃김,0,0.8,0.01,0.02,0.03,0.01,0.01,0.01,0.09,0.13,0.11
요새 탐라에 자꾸 윤석열이 돠면 여성인권이 좆되네 그러니까 싫어도 이재명을 뽑아야되네 이런 플로우 자주 보이니까 하는말이기도 함 이재명이 뽑히면 그건 더이상 여성인권만의 문제가 아니게 돼 그건 다 좆되는 길이라고,0,0.8,0.05,0.02,0.02,0.01,0.01,0.01,0.05,0.16,0.08
전국민 폭소 푸하하 윤석열 ㅂ부 인증 페미 휴머 윤석열 도리도리 덜한 이유는 끄덕끄덕 네티즌 걍 들고 읽어라 via,1,0.8,0.03,0.01,0.02,0.01,0.01,0.01,0.03,0.11,0.13
윤석열 여가부 폐지는 제 진심 재차 강조 출처 세계일보 네이버 뉴스,1,0.8,0.02,0.01,0.03,0.01,0.01,0.01,0.05,0.09,0.15
윤석열이 한건 아무것도 없는데도 여가부 폐지 무고죄 처벌 강화 여혐 누가 하고 있죠,0,0.8,0.01,0.01,0.03,0.01,0.02,0.01,0.06,0.14,0.14
단순히 윤석열의 행보만을 비판하는 것이 아니라 안티페미니스트들이 하는 짓거리까지 아주 정확하게 적시되어있긔윤,1,0.8,0.03,0.03,0.02,0.01,0.01,0.01,0.03,0.08,0.17
이번 대선은 페미 vs 안티페미네 남성표는 윤석열로 집결된것같은데 여성표가 분열된게 문제,0,0.79,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.06,0.31
김흥국같은 새끼는 윤석열조아해야겟찌 여성부페지라니 더만지고 찰영하고할려면 ㅋㅋㅋ,1,0.79,0.02,0.02,0.22,0.01,0.03,0.01,0.07,0.09,0.04
이번에 윤석열 당선되고 여성가족부 폐지되면 그 다음 수순은 비혼여성 독신세라고 확신함 바닥은 없다,0,0.79,0.02,0.01,0.03,0.01,0.01,0.01,0.03,0.08,0.26
윤석열 페북에서 여성가족부 폐지 외치던 인간이 여성 신체 불법촬영하는 몰카충이었다니 여가부를 개선해야 된다는 것엔 나도 동의하지만 적어도 몰카충이 여가부 폐지 주장하는 건 너무 역겹고 뻔뻔한 거 아니냐,0,0.79,0.01,0.02,0.03,0.01,0.02,0.01,0.1,0.21,0.09
대한민국을 위해 이재명 찍는다 막산 평생윤석열 막산평생 김건희 막산평생 건희엄마 #막장검찰 해체한다 #꽃뱀사기단 멸족,0,0.78,0.07,0.02,0.03,0.02,0.03,0.06,0.17,0.07,0.02
이미 다 되어있는걸 또 하겠다 해도 언론이 팩트체크나 이건 현재 시행중이다 이런 말 안하고 그냥 윤석열 캠프 말만 그대로 보도하더라고요 그러다보니 공약 절반쯤은 매우 멀쩡해 보이고 이미 시행중인 것들 나머지 반은 뭐 여가부폐지 검찰공화국 이런 미친 것들,0,0.78,0.01,0.02,0.06,0.01,0.03,0.01,0.13,0.15,0.06
이대녀 7400명 이재명 지지선언 윤석열 여가부 폐지 공약 폭력적 다음 뉴스,0,0.78,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.07,0.36
심상정 후보는 윤석열 후보를 향해 여가부 폐지 무고죄 강화가 왜 청년 공약에 포함돼 있는지 묻고 싶다 가뜩이나 힘든 우리 청년들을 성별로 갈라치기 하고 그 차별과 혐오에 기초해서 대통령이 되겠다는 것 아니냐 이런 나쁜 후보가 어딨냐,0,0.78,0.01,0.02,0.03,0.01,0.01,0.01,0.08,0.13,0.14
윤석열 당선되면 여자들이 제일 피해보는데 천연덕스럽게 그런 여자 앞에서 윤석열을 뽑으라고 강요하는 남자들을 보니까 너무 화가 나서 이제는 나도 똑같이 느갭 고함치면서 이재명 뽑아야 된다고 염불외고 윤이 뽑히면 여성의 삶이 어떻게 힘들어지는지 정치에 무심한 여자친구들한테 30분 연설함,0,0.78,0.08,0.02,0.01,0.01,0.02,0.01,0.02,0.08,0.11
남초에서 페미라고 공격 당하는 민주당 여성 정치인들 다 지우고 심상정 안찍으면 여성 대변할 후보 사라진다고 공포 조장하면서 윤석열에 대한 공포로만 후보 선택하지 말라고 훈계질하는 글 진짜 어처구니가 없다,0,0.77,0.01,0.01,0.02,0.01,0.02,0.01,0.05,0.21,0.12
아까도 제가 괜히 교도소를 비유하냐고 그랬는데 그 의미 이해못하신다니 씁슬하달까 안타깝네요 근데 윤석열 대통령되면 여가부 폐지되고 반페미니즘 세력 커지고 남자가 허락한 페미니즘 세상과 120시간 최저임금도 없이 일하게되는 세상에서 사는데 그게 좋다고 정상적이라 생각하시는지,0,0.77,0.01,0.02,0.02,0.01,0.01,0.01,0.03,0.06,0.23
태도는 본질이다 심상정이 이재명 후보를 공격하는 모습에서 굿민의짐 2중대 보습이 보였다 소수 정당인 정의없는 정의당의 선거자금을 국짐에서 보존 약속 받았는지 여자 윤석열 모습이 보였다 왜 정의당이 페미당이 되느는지 이해가 된다 왜 지난 총선에서 민주당을 겨냥한 자객 공천을 했는지도,0,0.77,0.01,0.01,0.03,0.01,0.02,0.01,0.04,0.08,0.22
탐라 대단한 여성분들 여자살해범 조카 번호 ㅇㅈㅁ 따라 다니는 심상정은 아주 아직도 정상으로 보이시죠 그러면서 윤석열 지지자는 왜 본인 투표에 글 남기느냐는 멘션까지 하시는 파워님들,0,0.76,0.04,0.01,0.02,0.01,0.02,0.01,0.03,0.14,0.17
여성단체연합 여성단체연합 윤석열 성인지 예산 몰이해 악의적 왜곡,0,0.76,0.01,0.02,0.02,0.01,0.01,0.01,0.09,0.12,0.16
여성단체연합 윤석열 성인지 예산 몰이해 악의적 왜곡,0,0.76,0.01,0.02,0.03,0.01,0.01,0.01,0.09,0.12,0.15
윤석열 여가부 폐지는 핵심공약 이 집 맥 잘 짚네,0,0.76,0.01,0.01,0.03,0.01,0.01,0.01,0.04,0.08,0.25
정치에는 그닥 관심없는 사람이긴 한데 여가부 폐지 하나 공약으로 내걸었다고 눈 돌아가서 윤석열 뽑는 남자들 진짜 이해안감 애초에 여가부가 여자를 위해서만 있는게 아니잖아 여성 들어갔다고 페미니 뭐니 하는거 같잖음,0,0.76,0.01,0.02,0.02,0.01,0.01,0.01,0.05,0.14,0.15
여자도 지들이랑 똑같은 사람이라는 가장기본적인 명제를 이준석윤석열은 왜모르는거야,0,0.76,0.08,0.03,0.02,0.01,0.02,0.01,0.02,0.09,0.11
여자면서 윤석열 뽑는 새끼들도 잇더라 그건 아빠가 뽑으래 ㅇㅈㄹ 하,0,0.75,0.05,0.01,0.02,0.05,0.04,0.01,0.05,0.07,0.07
나는 페미니스트들에게 내로남불 이중성에 의문이 많다 왜 살인사건 피해자와 그 가족들 김부선씨와 형수 박인복씨는 성폭력 피해자도 아니고 미투도 아닌걸까 왜 단체로 아닥하지 지난 여당 경선때 상대 이낙연씨와 현재 윤석열 후보가 저렇게 했다면 난리 부르스 대잔치로 사퇴하라 시위했을듯,0,0.75,0.02,0.02,0.01,0.01,0.01,0.01,0.07,0.17,0.1
윤석열 지지자 남성인권에 좆도 관심 없고 감정적으로 여성 조지기에 급급한 사람 or 이니여리 윤석열 남성을 위해 한거 좆도 없음 청약 가산점 응 정공은 못 받아 ㅋㅋ 랟펨 조지기 관련 공약 좆도 없음 여성 조지기 대놓고 하겠다고 함,0,0.75,0.09,0.01,0.02,0.01,0.01,0.01,0.04,0.14,0.06
어차피 여자들은 윤석열 안뽑을거니까 소신투표하게 유도하라고 하는 펨코 이걸보니 더욱 전략투표해서 이재명 뽑아야겠다는 생각을 했다 불꽃추적단 박지현 가보자고,0,0.74,0.04,0.02,0.01,0.01,0.02,0.01,0.02,0.08,0.24
