text,label,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
윤석열뽑는전라도이대남 단어자체가 예술이,0,0.03,0.04,0.03,0.07,0.02,0.94,0.02,0.03,0.03,0.06
전라도에 피해의식을 주입해 표를 얻는 행태는 김대중부터 시작해서 안철수 이재명 그리고 윤석열까지 이어진다,0,0.03,0.02,0.02,0.06,0.02,0.94,0.02,0.04,0.04,0.04
광교협 강희욱 대표회장 윤석열 지지 가짜뉴스 양산은 살인행위 법적 조치 강구 다음 뉴스 #지지선언위조 #허위 #위조 #광주 #기독교 #윤석열 #고소 #공멸,0,0.02,0.02,0.04,0.04,0.01,0.93,0.13,0.08,0.04,0.04
윤석열 어퍼컷 세레머니 갱썅도 돌아다니며 즐기다 열이 당선된다면 어퍼컷 세레머니 덕분이겠지 깽썅도와 대구경북 나나 의 천추의 한 이 되리라 다짐한다 #신기동 동네마트의 추억,1,0.03,0.02,0.02,0.07,0.02,0.93,0.03,0.03,0.04,0.07
영부인으로 모시고 자빠진 이런 씨발 경상북도 이 걸레 안동 문경 영주 상주 봉화 대구 이 씨발 광역시 KT올레 KT스카이라이프 KT한전 중앙 농협LH 삼성전자 이런 씨발 전두환2 윤석열 강남 룸싸롱 첩 마누라를 영부인으로 이 씨발 경상북도 이 구린 이 찌른 이 좆같은 전두환2 강남 룸싸롱,0,0.02,0.02,0.02,0.07,0.02,0.93,0.03,0.03,0.04,0.04
무식한 윤석열 광주가 GDP전국 꼴지 알고보니 국당 텃밭인 대구가 27년째 꼴지,0,0.02,0.01,0.02,0.04,0.02,0.93,0.03,0.05,0.05,0.04
우병우 전민정수석 큰일났다 그러나 아직 희망은있다 와 장예찬진짜해냈다 전라도 제주지역 청년들 수천명 윤석열지지,1,0.03,0.02,0.02,0.04,0.02,0.93,0.02,0.04,0.03,0.11
호남 출신 호남을 짓밟은 반민주 군사독재 살인마 전두환을 추종하는 무당의 힘 아바타 윤석열을 지지하는 호남인은 천벌을 받아 마땅하다 탈당과 지지로 일반화 시켜주면 안된다 배신과 반동으로 규정하고 다시는 호남 팔이 정치행위를 금지시키고 영구제명 출당시켜야한다,0,0.02,0.01,0.02,0.04,0.02,0.93,0.04,0.06,0.05,0.04
열린공감TV 윤석열 캠프 SNS 공작단 실체 특종 현직 기자가 전라디언들은 한국인 행세 말아줘요 라고 적힌 김혜경 여사 음해하는 이미지 등을 단톡방에 배포 출처 열린공감TV,1,0.03,0.02,0.02,0.18,0.02,0.93,0.03,0.05,0.02,0.04
윤석열 한반도에 일본 개입 허용 물음에 유사시 들어올 수도 출처 한겨레 네이버 뉴스 병철이 똥개새끼들과 경상도인들 경상도당년놈들을 오늘이라도 지금 바로 당장 모두다 사살해야 한다 이건 인류의 의무다,0,0.02,0.02,0.02,0.21,0.03,0.93,0.03,0.04,0.03,0.02
대단한 전라도 역풍이 본투표에서 경상도에 불겠네 10 이상 차이로 윤석열 대통령 확정이네,0,0.02,0.02,0.02,0.04,0.02,0.93,0.02,0.03,0.03,0.06
여기 부산 대부분의 윤석열 지지하는 종자들은 무조건 국짐 지지하는 것들이며 전라도가 집권하는 것은 무조건 안된다는 동서 갈라치기 다카끼의 낡은 프레임에 갖힌 거꾸로 걷는 한심한 종자들 근데 정작 문제는 3040 젊은 남자들도 비슷 하다는 것 하나같이 종편 논리를 달달 외우며 ㅉㅉ,0,0.07,0.02,0.03,0.04,0.11,0.93,0.01,0.13,0.05,0.04
내로남불 민주당때문에 퇴화되던 전라도가 윤석열과 국민의힘 덕에 발전 할 수 있기를 기대해 봅니다,1,0.03,0.01,0.02,0.07,0.01,0.93,0.02,0.05,0.03,0.06
국민뉴스 윤석열 광주 민주당 독점정치로 전국소득 꼴등 거짓 남발 소득 꼴등은 대구,0,0.01,0.02,0.02,0.05,0.02,0.92,0.03,0.03,0.04,0.05
팩트체크 광주 전국서 GDP 꼴등 윤석열 발언 진짜 최하위는 대구 #검찰개혁 #언론개혁 #사법개혁 #본부장비리,0,0.02,0.02,0.03,0.05,0.02,0.92,0.02,0.04,0.03,0.05
서울의소리 윤석열 광주 민주당 독점정치로 전국소득 꼴등 거짓 남발 소득 꼴등은 대구,0,0.01,0.02,0.02,0.05,0.02,0.92,0.03,0.03,0.04,0.05
처먹고 마누라 팬티 빨아 처먹고 있어 이 씨발 서안동KT 부장 이 씨발 것이 뒤질려고 전두환이 애완용 똥개로 키워놓은 이 씨발 야당 대선 후보 윤석열 가랭이 자지나하고 강남 룸싸롱을 영부인으로 모시고 자빠진 이런 씨발 썩은 경상북도 대구 남도 부산 이 걸레 이 씨발 씨받이,0,0.02,0.02,0.02,0.04,0.02,0.92,0.02,0.04,0.06,0.02
국민뉴스 윤석열 광주 민주당 독점정치로 전국소득 꼴등 거짓 남발 소득 꼴등은 대구,0,0.01,0.02,0.02,0.05,0.02,0.92,0.03,0.03,0.04,0.05
대구양반 윤가놈이 무식해서 아무데서나 주둥이나온데로 막말하는 놈이니 한귀로듣고 흘리소 저러놈좋아서 지지하는 갱상도가 더큰문제지요 차라리 승민이나준표가 윤석열이 광주에서 한 말은 역대 최고의 명언이다,0,0.01,0.02,0.02,0.06,0.02,0.92,0.03,0.03,0.04,0.05
배신자 윤석열이 갈곳은 감옥이다 경상도여 깨어나라,0,0.02,0.02,0.02,0.05,0.02,0.92,0.02,0.04,0.04,0.05
TK 출신 VS 호남 공들이는 지역주의 허물 상징 숫자 나올까 TK 출신 민주당 후보 비영남 출신 각각 TK 호남서 선전 #윤석열 #이재명 #TK #호남 #대선,0,0.02,0.02,0.02,0.06,0.01,0.91,0.02,0.03,0.03,0.15
네이버 블로그 자막뉴스 경악스럽다 국민의힘조차 한숨 쉰 윤석열 발언 YTN 전라도는 직접 봤잖습니까 경상도는 학살 성폭행 만행 이승만 박정희 전두환한테 당한 거 다 세뇌되어 존경하고,0,0.01,0.02,0.02,0.05,0.02,0.91,0.02,0.03,0.04,0.07
민주당이 안철수 매수 완료 윤석열 팽 전라도출신 마누라는 윤석열 싫어함 왜 돈이 안되니까 돈을 줄 사람도 아니고 이삼일 내에 안철수 X파일 터지고 국민의당에서 양심선언 터지면 가증스런 이중인격자의 마각이 드러날 예정 이자도 마누라와 같이 낯짝이 철판이라,0,0.03,0.01,0.02,0.06,0.01,0.91,0.03,0.07,0.08,0.04
네이버 블로그 자막뉴스 경악스럽다 국민의힘조차 한숨 쉰 윤석열 발언 YTN 전라도는 직접 봤잖습니까 경상도는 학살 성폭행 만행 이승만 박정희 전두환한테 당한 거 다 세뇌되어 존경하고 있으니,0,0.01,0.02,0.02,0.05,0.02,0.91,0.02,0.03,0.04,0.07
야 박근헤를 이용해먹지는 말자 그냥 윤석열이가 하라고해라 경상도 미친것들,0,0.02,0.02,0.02,0.03,0.03,0.91,0.02,0.02,0.04,0.04
호남 사람들을 다 가난한 사람들로 무시하는 저 맘뽀들 꼭 역풍 불어 호남에서 윤석열이 50프로 이상 나오기를,0,0.03,0.01,0.02,0.02,0.02,0.91,0.02,0.04,0.07,0.06
전두환 윤석열 경상북도 안동 KT올레 비정규직 주간 야간 고객통신 사찰 그 짓거리 이 쌍것 kt 24시간 365일 머슴 종 쌍년놈 이 노비들이 Kt고객들이 세금요금으로 3시3끼 밥처먹여 주면 감사합니다 이 거지꼬라지 집구석에서 밥처먹여 줘서 고맙습니다 평생 빌 이 쌍것 안동 돌대가리 고딩 기어처,0,0.03,0.03,0.02,0.03,0.06,0.91,0.01,0.07,0.05,0.03
윤석열 발언 팩트체크 전국 GDP 꼴등은 광주 아닌 대구,0,0.02,0.02,0.02,0.04,0.02,0.91,0.03,0.02,0.03,0.1
윤석열 유사시 일본군이 한반도에 들어올 수도 있지만 다음뉴스 병철이 똥개새끼들과 경상도당년놈들 경상도인들을 제거하지 않으면 또 중국과 러시아 미국도 고통을 당할거다 이건 그냥 인류의 의무다,0,0.03,0.02,0.03,0.58,0.04,0.91,0.03,0.05,0.03,0.02
박근혜 감옥 보낸 건 문재인이 시킨 것 윤석열 구미 유세에 몰린 인파 오마이뉴스 모바일 대구 경북은 신라민국으로 그냥 독립시켜야,0,0.02,0.01,0.01,0.07,0.02,0.9,0.02,0.02,0.03,0.09
윤석열은 갈수록 연설에 재능을 보이네 서울말 쓰는 사람이 대통령 한번 할 때가 되긴 됐지 기호 1번 vs 기호 2번 촌놈 vs 서울놈 자식 가진 놈 vs 무자식 상팔자 일단 이겨놓고 봐야지,1,0.01,0.02,0.02,0.03,0.02,0.9,0.02,0.04,0.04,0.05
광주도 전라도도 좀 발전합시다 항상 그런 생각을 했었는데 여태껏 국힘이 못하게 막는다 생각했었죠 그래서 이거 완전히 쇼킹 진영의 벽을 넘으니 윤석열이 전라도 발전에 일조 하게 생겼네요 ㅋㅋㅋㅋㅋㅋ,1,0.02,0.02,0.02,0.04,0.01,0.9,0.02,0.02,0.04,0.12
호남에서 민주당만 찍어준결과 함량미달들 양산해놨습니다 광주부터 바뀌도록 해볼게요 이번에 윤석열 일단 51 목표로,0,0.02,0.01,0.02,0.02,0.01,0.9,0.01,0.04,0.06,0.09
광주에서 윤석열 33 ㅋㅋㅋ 들불처럼 번진다 광주가 한번 돌아서면 순식간에 바뀌는 동네여,0,0.01,0.02,0.02,0.03,0.01,0.9,0.03,0.02,0.04,0.1
윤석열처가 비리 본인비리 자기들 맘대로 죄인 풀어주고 더러운 범죄자 무죄 때리고 검사들의 횡포 다 알면서 민주당이 싫다고 왜 부산 출신이 전라도 출신 김대중한테 갔냐며 무조건 국힘만 지지하는 경상도 이재명이 당선되면 나라망한다고 헛소리 하고있다 돈주면 얼른 받으면서 준다고 욕 해,0,0.02,0.01,0.02,0.05,0.01,0.9,0.03,0.05,0.07,0.04
팩트체크 광주 전국서 GDP 꼴등 윤석열 발언 진짜 최하위는 대구,0,0.01,0.02,0.02,0.04,0.02,0.9,0.02,0.02,0.03,0.09
네이버 블로그 자막뉴스 경악스럽다 국민의힘조차 한숨 쉰 윤석열 발언 YTN 전라도는 직접 봤잖습니까 경상도는 학살 성폭행 만행 이승만 박정희 전두환한테 당한 거 다 세뇌되어 존경하고 있지만,0,0.01,0.02,0.02,0.05,0.01,0.9,0.02,0.02,0.04,0.08
부산사람들 윤석열이 용납 되나요 충청도사람들 이재명이 빨갱이라고 소문내는 놈 잡으세요 그리고 사드 당신 고향에 배치할래 그러면 멍청도 핫바지 소리 계속듣는 거다,0,0.02,0.01,0.02,0.03,0.02,0.9,0.02,0.05,0.07,0.04
호남권 중진인 4선 경력 조배숙 전 민주당 의원 윤석열 캠프 합류 출처 문화일보 네이버 뉴스 여튼 이리저리 뼈속부터 나혼자 권력누려 잘먹고 살면 된다는 정신 ㅉㅉㅉ 이러니 호남토양이 피폐를 넘어 뿌리까지 썩어가는 중 이런 정치인 퇴출 시켜야 호남이 산다,0,0.02,0.01,0.01,0.04,0.01,0.9,0.02,0.05,0.06,0.06
팩트체크 광주 전국서 GDP 꼴등 윤석열 발언 진짜 최하위는 대구,0,0.01,0.02,0.02,0.04,0.02,0.9,0.02,0.02,0.03,0.09
호남에 울려퍼진 윤석열 대통령 지역주의에 부딪힌 열정열차 르포 다음 뉴스 전북 전남도 맛이 가려나,1,0.02,0.02,0.02,0.03,0.01,0.9,0.02,0.02,0.03,0.14
서울발 집단탈당까지 가속 페달 밟는 윤석열 호남 서진,1,0.01,0.01,0.02,0.03,0.01,0.9,0.02,0.03,0.05,0.12
응 그래 콱상도 깜빵도 꼬시고 좌우 삽질 범죄자들 싹 다 기호 2번 윤석열,0,0.01,0.02,0.02,0.03,0.05,0.9,0.02,0.07,0.05,0.03
대구 경북 지역 윤석열 지지자들 도둑놈 윤석열 뽑아 다 모여 #그러다 피본다 무조건 도둑놈 윤석열 뽑아 도둑도 좋아 우리도 도둑하면 되지 #수구지지 자해행위,0,0.02,0.01,0.02,0.04,0.03,0.9,0.03,0.11,0.06,0.02
광주시민 개돼지로 보는 이재명 신세계 복합쇼핑몰 입점 반대합니다 트위터 부인 김혜경 웃음소리 법인카드 소고기 vs 윤석열 스타,0,0.01,0.01,0.02,0.05,0.02,0.9,0.02,0.03,0.04,0.07
팩트체크 광주 전국서 GDP 꼴등 윤석열 발언 진짜 최하위는 대구,0,0.01,0.02,0.02,0.04,0.02,0.9,0.02,0.02,0.03,0.09
네이버 블로그 자막뉴스 경악스럽다 국민의힘조차 한숨 쉰 윤석열 발언 YTN 전라도는 직접 봤잖습니까 경상도는 학살 성폭행 만행 이승만 박정희 전두환한테 당한 거 다 세뇌되어 존경하고 있지만,0,0.01,0.02,0.02,0.05,0.01,0.9,0.02,0.02,0.04,0.08
안철수 참 쌍두 좋아하네 ㅋㅋㅋㅋ 김한길 하고 쌍두로 민주당 망치드만 윤석열하고 쌍두로 정치 망치고 있네,0,0.02,0.01,0.02,0.1,0.01,0.89,0.03,0.04,0.07,0.04
GDP 지역 통계상 대한민국 최저는 광주가 아니라 대구 ㅋㅋㅋ 윤석열 이건 암튼 입만 벌리면 구라야 진짜 굿짐당 탈출은 지능순이 라더니 그말이 맞네 대구 경북 그렇게 굿짐당에 충성을 했는데 전국 최젘ㅋㅋ,0,0.01,0.01,0.02,0.03,0.01,0.89,0.03,0.03,0.06,0.05
광주 전남 엄마들 1000명 윤석열 지지 공개선언,0,0.03,0.02,0.02,0.02,0.01,0.89,0.02,0.02,0.03,0.18
전라북도민들 윤석열 후보의 지역 공약입니다 한 번 보시고 요청사항 있으시면 후보와 소통해 보세요,0,0.02,0.02,0.02,0.04,0.01,0.89,0.02,0.02,0.04,0.17
개재명 보다야 덜 덜바뀌는 양반이다 운동귄 쌍것들 보다는 객관적으로 내가봐도 윤석열 후보는 양반 계열이고 개재명은 말그대로 인성 빵점 개쌍것은 틀림없는 사실이다 험한곳에서 잡초처럼 막자라서 그런가보다,0,0.02,0.04,0.02,0.02,0.05,0.89,0.02,0.08,0.06,0.05
왜 윤석열 반기지 않는 광주는 자꾸 올까 그 더러운 구둣발로 민주성지 광주 더럽히지 마라,0,0.01,0.02,0.03,0.06,0.01,0.89,0.04,0.02,0.03,0.04
박근혜의 정치적 고향에서 그녀를 구속시킨 주범으로 불리는 윤석열 후보가 80 지지를 받기는 쉽지 않아 보인다 #윤석열 #홍준표 #박근혜 #대구 #아이엠피터뉴스,0,0.01,0.01,0.02,0.05,0.01,0.88,0.02,0.03,0.04,0.09
호남 최대도시 광주광역시가 경기도 일개 수원특례시보다 나을 게 없다는게 너무 어이없는데 민주당 저러는 거 진짜 할 말 없다 민주당에게 호남은 뭐야 호남정권 생기면 특혜소리 들을까 눈치보면서 보수정권은 워낙 푸대접하다 이제 윤석열이 뭐 해준대도 민주당이 나서서 발광하면 뭐 어쩌라고,0,0.02,0.01,0.02,0.04,0.01,0.88,0.02,0.04,0.06,0.06
서울발 집단탈당까지 가속 페달 밟는 윤석열 호남 서진 멋찜 대폭팔,1,0.01,0.01,0.02,0.02,0.01,0.88,0.02,0.03,0.06,0.12
윤석열의 광주 복합쇼핑몰 유치 발언 후 광주 맘카페 근황 이번에 민주당과 꿘충들 지역 시민단체들의 민낯이 고스란히 드러나는 계기가 되고 지역편향 진영논리에서 벗어남 광주정신은 민주주의를 짓밟은 군사정권의 독재에 항거한 민주화 정신이지 반자본주의 반기업주의 정신은 아니다,0,0.05,0.01,0.04,0.03,0.04,0.88,0.03,0.29,0.1,0.05
광주 민주당 대한민국에 핵폭탄 떨어뜨렸다 광주 목회자 300인 윤석열 지지선언 주도 김종주 목사 실제론 500명도 출처,0,0.01,0.01,0.02,0.03,0.01,0.88,0.03,0.02,0.05,0.09
약무호남 호남이 없으면 이면 시무국가 국가가 존립할 수 없다 로 이순신 장군의 명언이다 이번에는 겨레 구하고 우리 후손의 미래도 구해야 한다 호남과 청년들이여 토왜 윤석열은 악귀로 이재명은 합니다 이순신장군이되어 여러분과 함께 평화와 번영의 통일 겨레로 갑시다,1,0.01,0.02,0.02,0.1,0.02,0.88,0.02,0.04,0.03,0.15
전남살면서 윤석열뽑은새끼는 걍 뒤져야함 ㅋㅋ,0,0.03,0.02,0.02,0.02,0.01,0.88,0.02,0.06,0.13,0.03
부산 등 개쌍도에서는 노골적으로 노인들이 세뇌당해 윤석열 지지하고 있습니다 올바름을 워해 최선을 다해야 합니다 특히 개쌍도 지인을 둔 사람들은 분발하셔야 합니다 가만히 있으면 안됩니다 거리로 달려가 나쁜 놈들을 응징해 달라고 외쳐야 합니다,0,0.03,0.02,0.02,0.03,0.19,0.88,0.02,0.05,0.03,0.05
윤석열의 치명적 팩트 오류 역내 1인당총생산 꼴등은 광주가 아니라 대구 #shorts,1,0.01,0.02,0.02,0.03,0.01,0.88,0.02,0.02,0.04,0.11
부끄러운 대구 경북인들아 윤석열은 없는 죄는 만들고 있는 죄는 덮어주는 특수통 검사에 불과한 자이다 국민들이 원하고 원하던 검찰개혁을 거부했다 이러한 자를 열열하게 지지하는 대구 경북인들은 결코 정의롭다고 할 수 없다 TK는 이재명 후보의 고향인데 국민들에게 부끄럽지도 않는가,0,0.01,0.01,0.02,0.03,0.01,0.88,0.03,0.03,0.05,0.05
얼마전 경상북도 성주에서 차를 고칠일이 있었는데 때가 때인지라 대통령 누구 뽑냐는 말에 화물기사 1 돈 많이 주는 허경영이나 뽑아 화물기사 2 그래도 윤석열이지 이거듣고 역시 경북이구나 하는데 정비소 여 사징님 왈 그런 바보 뽑아서 어따 쓸라고 경북도 바뀌는 구나,0,0.01,0.02,0.02,0.04,0.01,0.88,0.03,0.02,0.05,0.11
대구 경북인들은 깨어나라 윤석열은 없는 죄는 만들고 있는 죄는 덮어주는 특수통 검사에 불과한 자이다 국민들이 그토록 원하고 원하던 검찰개혁을 거부했다 이러한 자를 지지하는 사람들은 결코 정의로운 TK인이라고 할 수 없다 TK는 이재명 후보의 고향인데 국민들에게 부끄럽지도 않는가,0,0.01,0.01,0.02,0.04,0.01,0.87,0.03,0.03,0.06,0.05
생방송 우상호의 새해 대선 판세 분석 이재명 굳히기 윤석열 반등 안철수 약진 2022 1 6 오전 안철수 윤석열 야밤 야합 캐비닛 단일화 서울 경기 부산경남 대구경북 광주전라남북 충남충북 강원 제주 유권자들 께서 대선 투표 좋은 결론 내릴 듯,0,0.02,0.02,0.02,0.08,0.02,0.87,0.02,0.02,0.03,0.2
대구 경북인들은 깨어나라 윤석열은 없는 죄는 만들고 있는 죄는 덮어주는 특수통 검사에 불과한 자이다 국민들이 그토록 원하고 원하던 검찰개혁을 거부했다 이러한 자를 지지하는 사람들은 결코 정의로운 TK인이라고 할 수 없다 TK는 이재명 후보의 고향인데 국민들에게 부끄럽지도 않는가,0,0.01,0.01,0.02,0.04,0.01,0.87,0.03,0.03,0.06,0.05
전남도의원들 문 정부 적폐청산 필요하다면 첫 대상은 윤석열,0,0.03,0.02,0.02,0.03,0.01,0.87,0.02,0.02,0.04,0.16
뉴스에서 윤석열이 광주 가서 전국에서 광주가 GDP 꼴찌 라고 하는 걸 보고 뿜었다 야 이 멍충아 내가 사는 대구가 꼴찌야 수십년 국힘당만 밀어준 대구가 꼴찌라구 저건 대구에서 할 말을 광주에서 처하고 자빠졌네 지가 멍청한 것도 모자라서 보좌진들도 세트로 멍청인가,0,0.01,0.01,0.02,0.04,0.02,0.87,0.02,0.04,0.07,0.04
영남 압도적으로 윤석열 후보를 호남 윤석열 후보를 이재명 보다 더 지지하는 것이 동서화합임 부적격 전사범이 민주당이라 무조건 찍는다면 호남은 지역주의 노예로 자인과 고립을 자초 영남의 윤석열 후보를 압도적 지지해도 이번은 지역주의 아닌 상식적 선택으로 평가 받음 이번 대선 특징임,0,0.02,0.01,0.02,0.03,0.01,0.87,0.02,0.03,0.04,0.14
대구 경북인들은 깨어나라 윤석열은 없는 죄는 만들고 있는 죄는 덮어주는 특수통 검사에 불과한 자이다 국민들이 그토록 원하고 원하던 검찰개혁을 거부했다 이러한 자를 지지하는 사람들은 결코 정의로운 TK인이라고 할 수 없다 TK는 이재명 후보의 고향인데 국민들에게 부끄럽지도 않는가,0,0.01,0.01,0.02,0.04,0.01,0.87,0.03,0.03,0.06,0.05
이런데도 부산에서 윤석열 득표율이 높으면 부산 사람들은 손가락 짤라버려야 돼 나 부산 출신이다,0,0.02,0.01,0.02,0.01,0.02,0.86,0.01,0.04,0.08,0.06
이재명이 싫어서 윤석열이 지지하는 전라도 낙연씨 지지자분 저란테 갠적인 문자보내신 사 이 데,0,0.01,0.01,0.02,0.04,0.01,0.86,0.03,0.03,0.04,0.15
전국 최하위가 대구 아니냐 넌 아가리만 벌리면 거짓말이 자동으로 발사되냐 윤석열 특정당 호남 장악해 뭘했나 다음 뉴스,0,0.01,0.01,0.02,0.02,0.01,0.86,0.02,0.03,0.07,0.08
ㅋㅋㅋ 그짝진영에서 언제 세종대왕 나온적있냐 버금가는애라도 너따위들이 지금 그런짓을 저지르고 있잖아 이순신이 나왔어도 윤석열 찍을애들 아니냐 ㅋㅋㅋ,0,0.02,0.01,0.02,0.05,0.01,0.86,0.02,0.06,0.1,0.04
복합쇼핑몰 에 흔들리는 광주 진짜 이유 따로 있다 #더불어민주당 #광주 #윤석열 후보 #광주 복합쇼핑몰 #이재명 후보 김동규 기자,0,0.01,0.02,0.02,0.04,0.01,0.86,0.03,0.02,0.03,0.16
윤석열 국민의힘 대선 후보는 광주 역내 GDP가 전국에서 몇 위쯤 합니까 꼴등입니다 꼴등 왜 이렇게 됐습니까 수십 년에 걸친 지역 독점 정치가 지역민에게 한 게 뭐 있습니까 라고한다 외지인이 부동산을 쓸어담는 곳이 제주와 광주 번화가다 부동산가격이 많이 오른 광주가 꼴등일리 만무하다,0,0.01,0.01,0.02,0.05,0.01,0.86,0.02,0.02,0.04,0.15
윤석열 솔뫼성지서 익산까지 충남 전북 전남 유세 #SBS뉴스,0,0.02,0.03,0.02,0.04,0.01,0.86,0.02,0.02,0.03,0.22
의식있는 광주분들의 반란 광주지역 전 현직 민주당원 1335명 윤석열 지지선언,0,0.01,0.02,0.02,0.02,0.01,0.86,0.02,0.02,0.03,0.19
호남 식구들이 이재명이 더 싫어서 윤석열을 찍긴 하겠지만 저에게 윤석열 올려치지 말하고 짜증들 내더라고요 이낙연이 이재명을 지지하기 전엔 안 그랬는데 호남에서 윤석열 악마화가 심해도 너무 심하네요 이낙연 본인이 경선에서 당한 고대로인데 그걸 못 보네요,0,0.02,0.01,0.02,0.05,0.01,0.86,0.02,0.04,0.06,0.1
광주는 발전하지 말라는 말인가ㅎㅎ 근택이 윤석열 홍보맨 아구 등신,0,0.01,0.01,0.02,0.03,0.01,0.86,0.02,0.03,0.08,0.05
광주 전남 엄마들 1000명 윤석열 지지 공개선언 #뉴데일리,0,0.02,0.02,0.02,0.03,0.01,0.86,0.02,0.02,0.03,0.22
지금 대구 민심은 윤석열 보수니까 물밑선 그런 건 맹목 달라진 목소리도 다음 뉴스 깨어나라대구 묻지마투표만하지마라,0,0.01,0.01,0.02,0.03,0.01,0.86,0.02,0.02,0.04,0.11
팩트체크 광주 전국서 GDP 꼴등 윤석열 발언 진짜 최하위는 대구 광주 역내 GDP가 전국에서 몇 위쯤 합니까 꼴등입니다 꼴등 수십 년에 걸친 지역 독점 정치가 지역민에게 한 게 뭐 있습니까,0,0.01,0.01,0.01,0.03,0.01,0.86,0.02,0.03,0.06,0.11
광주서 민주당 뽑아서 GDP 꼴등 이라던 윤석열 TK 가서 경북인은 정확히 판단한다 TK PK에서 우리가 남이가 에 속아 김영삼 이명박 박근혜 뽑아 나라꼴 어찌 만들었나요 제발 이번엔 예전 민족 민주 운동의 근본 명성 되찾고 국민화합 이룹시다 길,0,0.01,0.01,0.01,0.04,0.01,0.85,0.02,0.02,0.04,0.17
