text,label,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
가지가지한다 무속인 덮기 위해 기독교 가짜 지지선언 발표했다 폭망한 윤석열 천주교도 뿔난,0,0.02,0.01,0.02,0.03,0.01,0.03,0.9,0.05,0.06,0.07
윤석열 김건희에게는 목사도 무당의 한 부류일 뿐,0,0.02,0.01,0.01,0.05,0.01,0.03,0.9,0.04,0.03,0.08
참 부끄러운 현실이다 무속신앙과 신천지의 밀착이 확실한 윤석열에 대해서 기독교 목사라는 사람들이 규탄을 해야함에도 권력과 거짓 신념에 취해 자 목사 777명 윤석열 지지 선언 무속 신천지 의혹,0,0.01,0.01,0.03,0.07,0.01,0.02,0.9,0.04,0.03,0.09
111화 사이비 종교와 미신에 푹 빠진 윤석열 어디까지 갈 건가 정치동화 백성공주,0,0.01,0.01,0.03,0.06,0.01,0.02,0.9,0.06,0.05,0.06
대형교회 앞에다가 신천지추수꾼 윤석열OUT 요런 문구로 1인시위 해주시면 효과 직방일듯요 왜냐하면 대형교회 신도들이 보수주의적 정치무관심 신천지를 세상에서 가장 혐오 하기 때문입니다,0,0.01,0.01,0.03,0.13,0.01,0.03,0.9,0.05,0.03,0.04
각종 SNS에서 배은망덕 윤석열을 추앙하는 계정주들이 국짐당 SNS 본부 조작단과 사교집단인 신천지 광신도 신자들 이라고 본다면 마이너스 3선 중진 이준석이의 당대표 당선이나 배은망덕 윤석열이의 국짐당 대선후보 당선 일등공신은 신천지 광신도들의 소행으로 보인다,0,0.02,0.01,0.04,0.13,0.02,0.05,0.9,0.15,0.03,0.02
사람이 아님 저런 사탄보다 더 사악한 돈충들이 감히 대한민국을 넘봐 신천지 악귀와 함께 쳐은순김건희 모녀와 합세한 또 한마리의 사탄 윤석열 #윤석열집안 사람아니다,0,0.02,0.02,0.07,0.21,0.01,0.02,0.89,0.11,0.04,0.02
#특검 거부한 자가 범인이다 #신천지힘 윤석열 #무당힘 윤석열 # 빤스목사힘 윤석열,1,0.03,0.01,0.04,0.15,0.01,0.02,0.89,0.08,0.03,0.03
윤석열 지지하는 대형교회들 결국 사이비신천지 지지하는 격이네요 헐,0,0.02,0.01,0.03,0.08,0.01,0.04,0.89,0.06,0.03,0.04
개신교뿐인가 윤석열어떤행서장에보이까중들이절복을입고거기서나붓데는꼴을보노라이 정말꼴값떨고있더군요 이자들이무슨중생거느릴자격이있는가 불쌍한중생들돈으로 누가봐도옳치도않은정치집단밑에줄제기를하는이런부끄럽고창피하고 떳떳하지도않은짓을눈도꼼작도안하고안 하고 이런짓을하고있다,0,0.01,0.01,0.03,0.04,0.01,0.02,0.89,0.04,0.05,0.04
대한민국의 기독교계는 긴장 좀 타야겠다 윤석열 종교가 남묘호랑게쿄란다 니미 이름이 왜케 어려워 여튼 살다 살다 대선 하나 치르는데 별 무당잡교가 다 나온다 돼지새끼 쌍판데기만 보이면 스트레스가 최대치로 올라간다 어후 머리야,0,0.01,0.01,0.02,0.06,0.01,0.03,0.89,0.04,0.08,0.04
3월 7일 오늘 조선일보 입니다 1 2 3면 공히 온통 사전투표 부정 정황 우리가 이기구 있는게 분명합니다 깜깜이 기간이지만 이들은 다 파악하고 패배 확정시 선거 불복 가기 위해 밑밥 김진홍 등 개독자들 예수 믿으라는 광고 대신 빨갱이 타령하며 노골적 윤석열 응원,0,0.01,0.01,0.02,0.07,0.02,0.03,0.89,0.07,0.03,0.05
무속신앙 신천지와 함께한 개신교 목사들 윤석열 후보의 무속신앙 연루 의혹이나 신천지 교회 유착설 등이 한창인 이때에 한국 개신교 목사 777명이 윤석열 지지를 선언하면서 무속신앙 신천지와 함께했다 무속신앙 신천지의 개신교화인지 개신교의 무속신앙 신천지화인지,1,0.01,0.02,0.03,0.15,0.01,0.03,0.89,0.03,0.02,0.12
한동안 기독교 목사들이 북한에 미친듯이 퍼주기 했었다 너도나도 북한에 가고 자기들이 퍼주고 들어가고 할 때는 언제고 지금은 왜 문대통령을 욕하고 북한과 교류를 위해 노력하는걸 반대하고 윤석열을 지지하는지 이해가 안된다 우상숭배를 큰 죄악으로 여기면서 종교세 내라는게 그렇게 싫은가,0,0.01,0.01,0.04,0.05,0.01,0.01,0.88,0.05,0.05,0.05
윤석열과 김건희가 문재인 정부의 정신을 이어 받아 민주주의를 완성하자는 자들을 우리가 정상적으로 바라볼 수 있을까요 한마디로 미친 놈들입니다 이래서 정치꾼들이 무서운 거에요 특히 사이비 종교에 빠지면 헤어나올 방법이 없습니다 히틀러식 독재의 맛을 보여줘야 깨어날까 말까입니다,1,0.01,0.01,0.05,0.05,0.01,0.03,0.88,0.12,0.07,0.03
기독교도 신천지 싫어하면서 왜 윤석열 반대 안할까 이미 신천지들이 추수 잠입 끝내고 산옮기기 신천지화 라도 한건가,0,0.01,0.01,0.03,0.06,0.01,0.04,0.88,0.03,0.03,0.05
신천지와 무속이 낳은 윤석열이 종교계는 이번에 종교개혁하듯 대통령 선거에 임하라,1,0.01,0.01,0.03,0.07,0.01,0.05,0.88,0.04,0.03,0.11
노컷뉴스 영상 신천지 법사 이어 노무현 까지 이재명 윤석열 십자포화 십자포화에 사교집단의 아바타 윤석열은 사라져라,0,0.01,0.01,0.04,0.1,0.01,0.03,0.88,0.09,0.04,0.03
문 정부서 한국교회 가장 불행 목사 777명 윤석열 지지선언 다음 뉴스 이들은 개목사라고 불리다,1,0.02,0.01,0.02,0.03,0.01,0.01,0.88,0.03,0.05,0.11
최첨단 초 현대사회에도 무속믿고 사이비믿고 개신교 믿고 불교믿고 온갖 사기치며 대권까지 이건 아니잖아요 대한민국 권력 로또 꿈꾸는 건희 애들이 집권하면 참 멋진 대한민국 되겠구나 통탄할 노릇이다 자신있게 윤석열 지지한다는 것들 보지 못했다 너무 창피하거든 나를 위해 이재명,0,0.01,0.01,0.03,0.04,0.01,0.03,0.88,0.04,0.05,0.08
일베태극기부대외에 코로나집단감염시키고 윤석열이면죄부준신천지교주이만희의교인들이거나 yuji줄리건진법사전성배무당년김건희패거리들이거나 선택적짝눈병역기피자 열차구둣발뻗기윤석열의신사참배교인남묘호렌게쿄무당교인들이겠죠,0,0.01,0.01,0.09,0.26,0.02,0.04,0.87,0.09,0.02,0.03
서울의 소리 기사 보니 윤석열이 흰 눈썹까지 붙이고 나왔단다 단순한 무속 신앙이 아니라 뼈속까지 믿는듯 하다 윤석열이 믿는 무속신앙의 사악존재는 결정적일때 모든 것을 망친다 인간에게 선의를 가진 존재가 아니라 마귀다 그래도 한국인들은 무속신앙에 그리 배타적이지 않아 폐해를 모른다,1,0.01,0.02,0.03,0.18,0.01,0.04,0.87,0.04,0.03,0.07
종교계는 물론 대법원에서도 사이비 이단이자 반사회적 집단으로 규정한 신천지가 윤석열 후보와 국민의힘과의 유착을 통해 정치 세력화하고 있다는 의혹이 언론보도를 통해 명백하게 드러났다,1,0.01,0.01,0.04,0.07,0.01,0.02,0.87,0.06,0.03,0.07
기독교 단체 신천지와 무속에 빠진 윤석열 즉각 사퇴하라 대통령 선거 무속 이단의 선거개입 반대 결의문,1,0.01,0.01,0.03,0.04,0.01,0.02,0.87,0.04,0.04,0.08
#불법다단계 #사이비종교 랑 비슷하지 않음 단독 윤석열 포함된 20번 카톡방 특전사 자처한 그들이 벌인 일,1,0.02,0.01,0.07,0.05,0.01,0.02,0.87,0.18,0.06,0.04
사실 윤석열 같은 인간이 사이비종교를 선호하는 이유는 간단하다 교주님이 찍으랬으니 아묻따 찍어 가 가능한 게 사이비종교 시스템이거든,0,0.02,0.01,0.02,0.06,0.01,0.03,0.87,0.07,0.04,0.05
참목자들의 외침 이단과 무당이 웬말이냐 윤석열은 사퇴해라,0,0.01,0.01,0.04,0.04,0.01,0.01,0.87,0.04,0.05,0.08
이낙연에서 드디어 윤석열로 드디어 가면을 벗은 신천지 문파들,0,0.02,0.01,0.05,0.1,0.01,0.08,0.87,0.12,0.03,0.03
또라이들인가 좋다고 손흔드는거보소 무당신천지 정령 혼이 비정상 그룹 #국민의힘 대중교통 열차전세 진짜 웃긴다 걸어다녀라 #윤석열,0,0.02,0.01,0.05,0.1,0.01,0.03,0.86,0.09,0.07,0.02
도대체 누구를 위해서 정권교체를 해야하나요 교회를 파괴하는 사탄같은 신천지를 위해서 정권교체를 해야하나요 살아있는 소 가죽을 벗기는 잔인한 무당을 위해 정권교체를 해야하나요 일본이 원하니까 일본을 위해서 정권교체를 해야하나요 윤석열 장모와 김건희를 위해 정권교체를 해야하나요,0,0.02,0.01,0.03,0.11,0.01,0.02,0.86,0.03,0.03,0.06
윤석열이 신천지와 관련이 있다면 개신교 측의 태도는 완전히 바뀌어야하지 않나 자신들이 유사 신천지라고 생각한다면 또 모르지만,0,0.01,0.01,0.03,0.09,0.01,0.02,0.86,0.04,0.03,0.06
건진법사면 윤석열 쪽 사람 같은데 사이비 땡중새끼인지 뭔지 살아있는 소 가죽을 벗긴다니 머선 일이야 산채로 머릿가죽을 벗겨도 시원찮을 손이 부들부들 떨린다,0,0.02,0.01,0.05,0.05,0.03,0.02,0.86,0.18,0.1,0.02
도대체 누구를 위해서 정권교체를 해야하나요 교회를 파괴하는 사탄같은 신천지를 위해서 정권교체를 해야하나요 살아있는 소 가죽을 벗기는 잔인한 무당을 위해 정권교체를 해야하나요 일본이 원하니까 일본을 위해서 정권교체를 해야하나요 윤석열 장모와 김건희를 위해 정권교체를 해야하나요,0,0.02,0.01,0.03,0.11,0.01,0.02,0.86,0.03,0.03,0.06
도대체 누구를 위해서 정권교체를 해야하나요 교회를 파괴하는 사탄같은 신천지를 위해서 정권교체를 해야하나요 살아있는 소 가죽을 벗기는 잔인한 무당을 위해 정권교체를 해야하나요 일본이 원하니까 일본을 위해서 정권교체를 해야하나요 윤석열 장모와 김건희를 위해 정권교체를 해야하나요,0,0.02,0.01,0.03,0.11,0.01,0.02,0.86,0.03,0.03,0.06
윤석열은 지하에서 지내던 신천지 무당을 일상으로 끌어들여 사이비를 정상인것 처럼 세상을 왜곡하고 있다 주술국가 주술정치로 잡귀들 세상을 만드려 한다 막아야 한다 사이비 다단계 세상은 정상인의 세계가 아니다,0,0.01,0.01,0.04,0.1,0.01,0.02,0.86,0.09,0.05,0.03
윤석열측근 황사장이 신천지 그렇다면 윤석열도 신천지 신천지 압색 안할때 알아봤다 신천지같은 사기집단은 뿌리를 뽑고 해체해야 한다 공공의 생영을 앗아가는 해악집단 아닌가,0,0.01,0.01,0.06,0.11,0.01,0.03,0.86,0.07,0.03,0.02
독재폭력 보수편에 섰던 기독교 윤석열과 신천지 사이비와 힘을 합친 그 독재폭력 보수 보수지지 자해행위라 했습니다 수구지지 자해행위라 했습니다 종교가 과하게 정치화하다가 결국 제 머리위에 도끼를 던지고 떨어지게 생겼네 그것이 아니면 이제 사이비 신천지와 무속과 합세하려나,0,0.01,0.01,0.02,0.07,0.01,0.03,0.85,0.09,0.04,0.05
사이비 종파 두목 윤석열 무속인 아바타 윤석열 사이비 사기집단 신천지 아바타 윤석열 윤석열은 안돼,0,0.01,0.01,0.04,0.17,0.02,0.03,0.85,0.16,0.06,0.02
홍준표가 왜 당원투표에서 패했는지 이유를 알거 같다 윤석열이 신천지 압수수색을 하지 않은 답례 로 대거 신도들을 국짐당 당원으로 가입케 하여 윤석열을 민 결과다 역시 게는 가제편 이란말이 틀리지 않다 사이비는 서로 통하는게 있나 보다 무속과 사이비 참 어울리는 조합이다,1,0.01,0.01,0.02,0.07,0.01,0.04,0.85,0.06,0.04,0.07
천주교 정의구현사제단은 에서는 윤석열 낙선운동을 개신교 원로들은 대선에서 촛불혁명완성하자고 이재명 지지를 선언했습니다 불교 원불교계만 조용하군요 김건희와 만난다는 종교계인사들은 사이비일 뿐입니다,0,0.02,0.01,0.03,0.03,0.01,0.02,0.85,0.04,0.03,0.15
애초에 사과도 인정도 할 줄 모름 ㅋㅋ 아래 영상에서 한 얘기를 윤석열이 했다고 당당히 거짓말하는 인간입니다 뭔 말을 해도 믿어주는 광신도가 있으니까요 ㅋㅋㅋ 신천지는 애들 장난이죠 ㅋ 신천지 매운맛이 이재명이죠,0,0.02,0.01,0.03,0.07,0.01,0.04,0.85,0.07,0.04,0.04
문 정부서 한국교회 가장 불행 목사 777명 윤석열 지지선언 다음 뉴스 이단 신천지 이만희와 무속 건진법사등과 결합된 국민의힘 윤석열에 목사라는 자들이 지지선언 당신들 목사맞는가 그리스도가 마귀와 어찌조화를 이루며 빛과 어둠이 어찌 공존하냐 회개하라,1,0.01,0.02,0.02,0.06,0.01,0.02,0.85,0.03,0.03,0.15
무속인 덮기 위해 기독교 가짜 지지선언 발표했다 폭망한 윤석열 천주교도 뿔난,0,0.02,0.01,0.02,0.03,0.01,0.02,0.85,0.04,0.06,0.12
윤석열 조직총괄 이영수 정체가 뭐야 #신천지 #온갖사이비 출처,0,0.01,0.01,0.06,0.1,0.01,0.03,0.85,0.08,0.03,0.03
모든 기독교인들은 회개하고 기도하라 너희가 부패하고 욕망에 사로잡혀 낮은대로 가지 않고 예수를 팔아 부를 추구하니 하나님이 노하여 우상숭배자 윤석열의 득세를 용인 하시는구나 너희는 회개하고 기도하여 우상숭배자를 멸하게 하라,0,0.01,0.02,0.04,0.04,0.01,0.01,0.85,0.03,0.06,0.08
윤석열과 신천지 #깐부 #개같은깐부,0,0.02,0.01,0.08,0.13,0.01,0.05,0.84,0.11,0.04,0.01
장로교단의 사이비종교 연구보고서에 수록됐고 신천지행사에 참여해온 사이비종교단체가 윤석열 사무실에서 윤석열 지지행사를 열었다 신천지는 교회의 목사와 신도를 이간질시키고 교회에 코로나를 퍼뜨렸는데 윤석열은 신천지를 위해 신천지 명단 압수수색을 방해했다,1,0.01,0.01,0.03,0.09,0.01,0.03,0.84,0.04,0.03,0.07
장로교단의 사이비종교 연구보고서에 수록됐고 신천지행사에 참여해온 사이비종교단체가 윤석열 사무실에서 윤석열 지지행사를 열었다 신천지는 교회의 목사와 신도를 이간질시키고 교회에 코로나를 퍼뜨렸는데 윤석열은 신천지를 위해 신천지 명단 압수수색을 방해했다,1,0.01,0.01,0.03,0.09,0.01,0.03,0.84,0.04,0.03,0.07
장로교단의 사이비종교 연구보고서에 수록됐고 신천지행사에 참여해온 사이비종교단체가 윤석열 사무실에서 윤석열 지지행사를 열었다 신천지는 교회의 목사와 신도를 이간질시키고 교회에 코로나를 퍼뜨렸는데 윤석열은 신천지를 위해 신천지 명단 압수수색을 방해했다,1,0.01,0.01,0.03,0.09,0.01,0.03,0.84,0.04,0.03,0.07
장로교단의 사이비종교 연구보고서에 수록됐고 신천지행사에 참여해온 사이비종교단체가 윤석열 사무실에서 윤석열 지지행사를 열었다 신천지는 교회의 목사와 신도를 이간질시키고 교회에 코로나를 퍼뜨렸는데 윤석열은 신천지를 위해 신천지 명단 압수수색을 방해했다,1,0.01,0.01,0.03,0.09,0.01,0.03,0.84,0.04,0.03,0.07
신천지 종교 이만희 가족 행불 탈출 보복 국힘당경선 경선표 대선표 윤석열 방역수사 거부 이만희,0,0.01,0.01,0.02,0.09,0.01,0.03,0.84,0.03,0.04,0.09
무속중독의 윤석열 심각하다 앞으로 대한민국국정을 무당과 상의하고 청와대에 굿당을 만들 인간이구나 무속과 폭탄주중독의 윤석열은 대한민국 파탄을 가져올 사탄이다 기독교인들 정신차려라,0,0.01,0.02,0.03,0.05,0.01,0.02,0.84,0.1,0.07,0.03
신천지 추수꾼이 하나님 위해서 교회 망하게해야하니 이만희 믿는다는것같은 소리하고 자빠졌네 문통이 언제 민주당 망하게 하라디 그냥 니 ㅈ대로 하는거면서 문통 입에 담지마라 별 거지같은 핑계다보겠네 문통이 윤석열에게 분노했단건 신경쓰지도 않으면서 ㅈㄹ은,0,0.01,0.01,0.02,0.06,0.01,0.02,0.84,0.03,0.1,0.03
기독교와 무속인들이 궁합을 맞췄다 샤머니즘과 기독교가 동등하게 인식되다니 그동안 귀신섬기는 무속인을 그렇게 무시한 한국의 개신교가 똑같이 윤석열을 지지한다는데 윤석열과 그의 마누라가 무속인의 말만듣고 사는 사람들인데 말이다 웃겨도 너무 웃긴다,0,0.01,0.01,0.02,0.08,0.01,0.01,0.84,0.04,0.04,0.11
크리스천 노컷뉴스 교회협 9개 교단장 하나님의 뜻 드러나는 선거 되도록 힘쓰자 #종교대통합 #윤석열 #공멸 #이재명 #필승 #굿당 #멸망,1,0.01,0.02,0.05,0.03,0.01,0.05,0.84,0.07,0.05,0.07
신천지 는 이만희 가 예수재림 이라고 믿는다네요 그 많은 신도들이 믿는다니 이런 말을 믿게 하려면 그가 가진 악마적주술능력이 얼마나 대단할까싶네요 신기있는 윤석열 을 조종하는 건 하품수준이겠죠,0,0.01,0.01,0.03,0.09,0.01,0.02,0.84,0.02,0.03,0.13
사드배치 선제타격을 외치는 자가 햇볕정책을 실천한 김대중 정신을 계승하겠다고 한다 거짓과 불법으로 정직이 가훈이라며 대한민국을 사기친 MB 국민을 학살한 만행과 군부의 공안탄압으로 천문학적 돈을 빼돌린 전두환의 정신을 계승한다는게 사이비미신 신천지에 빠진 윤석열이다 다 죽는다,0,0.01,0.01,0.04,0.22,0.01,0.03,0.83,0.11,0.04,0.02
신천지들 기분 나빠서 윤석열 지지할듯 ㅋ,0,0.02,0.01,0.04,0.07,0.01,0.02,0.83,0.05,0.03,0.04
이재명 범죄만 수사해도 윤석열 임기가 빠듯할텐데 찢빠들은 뭔 우리 대통령을 지켜 너네 교주 걱정이나 해라 #이재명 구속,0,0.04,0.01,0.01,0.05,0.01,0.03,0.83,0.09,0.11,0.05
윤석열처고모부 장진호 생강밀수박스증거 장진호처가우파후보윤석열안뽑으면공산화된다고한 김건희고모 기도원원장 김혜섭 신천지가4대째집안둔갑거짓말사기꾼부창부부가 목사냐,0,0.02,0.01,0.02,0.05,0.01,0.02,0.83,0.06,0.04,0.06
신천지가 저렇게 윤석열을 밀고 있는데 순복음교회 계열사 국민일보가 미친거죠,1,0.02,0.01,0.03,0.06,0.01,0.02,0.82,0.07,0.04,0.04
눈물의호소님 twit 3월9일 만에 하나라도 윤석열이 당선된다면 그저 5년짜리 선거 한번 지는 게 아니라 내 남은 인생이 통째로 날라가는 것이다 왜냐하면 촛불 따위로는 다시 되찾을수 없는 국민의 권리와 지위를 항구적으로 잃을지도모르기 때문이다 점쟁이 무당과 종말론 광신도들이 다스려,1,0.02,0.01,0.02,0.04,0.02,0.03,0.82,0.12,0.05,0.08
단독 윤석열 캠프 조직 총괄 이영수 회장 10년 전부터 신천지 탈퇴자 관리 다음 뉴스 신천지 새누리 국민의힘 꺼지라 사단새퀴들,1,0.01,0.01,0.04,0.12,0.01,0.01,0.82,0.06,0.08,0.03
신천지가 각시탈을 썼구나 정말 윤석열 싴천지가 완전히 밀어주고 있나보네 역겹다 정말,0,0.02,0.01,0.03,0.22,0.01,0.05,0.82,0.05,0.03,0.01
