text,label,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
윤석열 당선 막아야함 #국민의힘은 여성탄압을 멈춰라 정권교체 거대양당이라는 명분이 있더라도 도태남들의 여혐코인을 등에 업고 대통령하겠다고 설치면 #정권교체에 여성혐오 이용말라 여혐을 무기로 삼아 나온 대통령 후보는 말그대로 좆된다는걸 보여줘야함,0,0.15,0.84,0.02,0.03,0.02,0.02,0.01,0.03,0.07,0.04
이삼남들이 윤석열 이준석 미친듯이 지지하는거 보면 모르냐고 진짜 미쳐버리겠네 윤석열되면 이삼남들 눈벌게져서 맘편하게 죽일여자들 찾아다닐텐데 누군 소신투표 안하고 싶냐고 이재명뽑겠다는 여자들 멍청해서 뽑겠다는거 아니라고 지금 심찍으면 이삼남한테 보여주는거라고 여자표 의미없다는거,0,0.17,0.83,0.02,0.05,0.01,0.01,0.01,0.02,0.07,0.04
김희철도 진짜 애가 어쩌다 이런수준이됐냐 지잘난맛에 살아서 좋아했는데 이런 도태펨베남이 될줄 누가알았겠어 쭉 진보정당 지지해왔던 사람이 윤석열찍고 자랑스러워하는 2번남 우웨엑 이 된게 진짜 다 여자를 못만나서,0,0.12,0.83,0.02,0.07,0.03,0.01,0.01,0.03,0.07,0.03
나래야 빨주노초파남보 일곱빛깔 핀을 사달라고 해,1,0.06,0.82,0.02,0.06,0.03,0.06,0.01,0.01,0.07,0.12
이명박근혜 버텼는데 윤석열을 못버틴다 그땐 대놓고 펨코남들같은게 정치에 안붙어있었고요,0,0.05,0.81,0.03,0.09,0.02,0.01,0.01,0.01,0.06,0.09
백기투항 안철수후보로 윤후보 애비친일파 눈 부동시 눈조작 군면제 김건희 경력 이력 의조 허의 도이찌주가조작 사기범 중범제자 병풍사건 윤석열 이대남들 눈 부동시조작 군면제자을 택할것인가,0,0.03,0.8,0.03,0.09,0.03,0.02,0.01,0.05,0.07,0.05
kt 머슴 비정규직 야근 이 씨발 애비애비 보지자지들 부터 딸보지들 소세지 아들 자지들을 야당 윤석열 씨받이 야당 이것 좀 대선 전에 전체공개를 해줄까 총선 대선 전에 이런 씨발 kt비정규직 이 걸레들이 kt고객 통신 감시 도청 사찰 이 짓거리를 지금 뚝 떨어지는 윤석열 투표에,0,0.24,0.8,0.02,0.02,0.03,0.02,0.02,0.03,0.06,0.02
윤석열 지입으로 페미니스트라는데 펨코남분들 지지 철회 ㄱㄱ,0,0.1,0.78,0.04,0.04,0.01,0.01,0.01,0.01,0.09,0.09
트민남들 이때다 싶어서 의기양양해지는 거 너무 싫은데 어쩌겠어 상대가 윤석열인데,0,0.04,0.78,0.06,0.34,0.02,0.01,0.01,0.02,0.05,0.04
윤석열은 그 말들 다 ㅇㅇ 알았어 ㅇㅇ 해주는 중이고 정치판의 간판으로 들고 나왔고 2번남들은 눈물의 환호중 존나 무섭다,1,0.03,0.78,0.04,0.04,0.01,0.03,0.01,0.02,0.08,0.09
문재인 때문에 열 받아서 윤석열 찍는다는 이대남 멍청이들에게 한 말씀 머리 나쁜건 죄가 아니니까 밥들은 먹고 다녀라 ㅉㅉㅉ,0,0.02,0.77,0.02,0.06,0.05,0.03,0.01,0.06,0.07,0.04
윤석열은 이씹남 표 얻으려고 자지랄하는거야 아니면 원래저런사람이야,0,0.02,0.77,0.02,0.03,0.02,0.02,0.01,0.03,0.3,0.04
윤석열이 되면 5년만 견디면 되는게 아님 그 후유증은 몇십년은 갈거임 여성가족부가 폐지되면 그 1조가 넘는 예산을 다시 편성해서 여가부를 부활시킬수 있나 한남들 개지랄할거 뻔히 보이는데 여성할당제 다시 부활시킬수 있음 군가산점 다시 폐지시킬수 있음,0,0.28,0.75,0.01,0.03,0.02,0.02,0.01,0.02,0.04,0.04
이번남들은 이재명이 당선되도 사는데 아무 지장없고 오히려 나중에 더 부둥부둥 해주거든 근데 한녀들은 윤석열이 당선되면 진짜로 삶 저체가 위협 받는다는게 존나 짜증나,0,0.44,0.75,0.01,0.05,0.02,0.02,0.02,0.02,0.04,0.03
이준석만 신경쓰지말고 윤석열 그리고 사회의 일베펨코 이대남들이 사회를 더럽힐 악영향이나 신경쓰십쇼 이젠 그들에 대해 무뎌진겁니까,0,0.09,0.75,0.04,0.03,0.02,0.01,0.0,0.05,0.08,0.06
윤석열 되어도 5년 금방 간다 라고 말하는 사람들은 이명박 박근혜 더 이전의 개판인 시절을 안겪은 이들 윤석열이 되면 5년으로 끝날까 과연 군사쿠테타는 피아식별이라도 확실하지 윤석열은 혐오세력과 한패다 한남들과 검찰 기레기들의 호위를 받으며 무당 신천지가 지지한다고,0,0.14,0.73,0.02,0.06,0.12,0.04,0.06,0.08,0.01,0.01
윤석열 악플 다음포털 같은 데 가면 수도 없이 많을 텐데 여초회원 고발한 것 봐 국힘에서 이상한 기획하는 2번남들 여초에 상주하고 있다가 한 짓인가 보네 개한심,0,0.05,0.71,0.03,0.03,0.01,0.02,0.01,0.02,0.15,0.07
군입대 부동시조작 군면제 썩어죽일놈 병풍사건 윤석열 터젔다 가수 유승준 고국못와 윤석열 처럼 거짓말해서 이대남들 이글보고 잘선택하라 군입대 부동시로조작 윤석열,0,0.05,0.68,0.06,0.04,0.02,0.01,0.01,0.11,0.13,0.05
선제타격 윤석열 지지하는 이대남들이 보면 좋은영상#shorts 내 말이 근데도 윤석렬이 지지하는 청년들은 뭐며 그 청년들 부모는 청년들 할매 할배들은 무슨 생각으로 국힘당 후보를 지지하나 자식 손주들을 전쟁터로 밀어넣고싶나,0,0.05,0.68,0.02,0.03,0.21,0.01,0.01,0.04,0.05,0.06
윤석열이 대통령되서 120시간 근로 주 5일제 폐지 되면 일베펨코남들은 여자때문이라고 또 여자탓하겠지 국힘은 여자때문이 맞다고 또 페이스북에 선동하면서 표모으고 이번대선 큰일이다 진짜,0,0.39,0.66,0.02,0.04,0.02,0.01,0.01,0.03,0.05,0.04
윤석열이 마지막 유세를 강남역에서 했고 젊은 남자들이 환호하며 따라다녔다던데 그장소가 일면식도 없던 젊은 여성을 공용 화장실에서 무차별 살해한 강남역 묻지마 살인사건의 현장이었고 그걸 놀잇감으로 삼았던 애들이 2번남들이라는게 떠올라 저게 진짜 인간인가 싶고,0,0.04,0.66,0.04,0.02,0.02,0.03,0.0,0.04,0.11,0.05
꼭보세요 이대남한테 듣는 이대남이 절대 윤석열을 뽑을 수 없는 이유 논리 전달력 너무 훌륭합니다,1,0.08,0.65,0.02,0.04,0.03,0.02,0.0,0.03,0.06,0.2
와 스스로 모쏠 아다 찐따 도태 패배자라고 하네 좀 심했다 야 너두 노력하면 사랑받을 수 있어 불쌍해 이번남 까짓거 안하면 되잖아 윤석열이 너 그렇게 사랑해주디,1,0.02,0.65,0.02,0.01,0.03,0.01,0.01,0.05,0.31,0.07
김만배가 내가 가진 카드면 윤석열은 죽어 라고 했다 민주당과 ㅇㅈㅁ이 계획한 수가 이녹음파일 김만배의 카드였나 싶다 지금까지 배포하지 못한 것은 미리꺼내면 검증받아야 하기때문이었겠지 싶고 마지막에 푼 건 흑색선전을 위한 마지막몸부림이다 이수는 결국 자충수라 생각 된다,0,0.01,0.65,0.04,0.01,0.01,0.01,0.01,0.04,0.23,0.09
꼭보세요 이대남한테 듣는 이대남이 절대 윤석열을 뽑을 수 없는 이유 논리 전달력 너무 훌륭합니다,1,0.08,0.65,0.02,0.04,0.03,0.02,0.0,0.03,0.06,0.2
윤석열 민주당 고의로 집값 폭등시켜 이런 무삭한 사함이 대선후보 자지자분들도 참 답덥합니다,0,0.06,0.64,0.03,0.01,0.02,0.04,0.01,0.04,0.08,0.1
펨코남은 페미 족치기만 바라고 국힘 윤석열 이준석과 신남연은 그들의 열망을 잘 받아먹고 있죠,0,0.42,0.62,0.01,0.08,0.01,0.01,0.01,0.02,0.05,0.06
간밤의 트이타 요약 1 이대남중에 배나오고 개념없으면 2번남이라고 부른다고 2 사전투표 역대최대 3 윤석열의 병역기피용 부동시가 사실로 드러남 4 윤석열전화와 입생로랑은 욕을부르는 키워드 5 조원진이 윤석열이 박근혜를 잡아넣었다는 녹취록을 대구곳곳에 틀고 다닌다고 6 울진산불 심각,0,0.03,0.62,0.03,0.04,0.02,0.04,0.0,0.02,0.07,0.13
