text,label,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
지금도 저러고 있고 유권자들 대리고발 하고 있고 이낙연의 캠프합류 조건인 고발취하도 안하고 있는대 ㅇㅈㅁ이 당선되면 저런 정치적 보복이 일반인에게도 더 많이 일어나겠지요 그래서 이재명이 당선되는것만은 막아야 합니다,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.77
ㅋㅋㅋ 아 님은 내표가 필요가 없으시구나 설득 할 맘도 선거 도와줄 맘도 없으신가 보네 ㅋㅋㅋㅋ 그리고 첨부터 나 2번 뽑는다고 했음 내가 안 좋아해도 ㅇㅈㅁ 싫어서 뽑는데 저 정도는 해줘야지 ㅋㅋㅋㅋ,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.75
ㅇㅈㅁ ㅋㅋㅋ,1,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.08,0.89
뭐래요 ㅋㅋㅋ 나 윤 안좋아함 ㅇㅈㅁ이 죽도록 싫을 뿐 ㅋㅋㅋㅋ 님은 나같은 사람 설득해야 하는 입장이고 상황파악 안되시나요 ㅋㅋㅋㅋㅋ,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.65
유세현장 인파도 차이가 엄청나게 많이 나지만 분위기도 완전히 극과극 ㅋㅋ 윤석열은 신나게 연설하고 호응도 넘 좋음 근데 ㅇㅈㅁ쪽은 초상집 분위기ㅋㅋ유세 첫날부터 절하고 또 연설해도 호응이 없어 그냥 구경만해 ㅋㅋ,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.18,0.8
관종맞네요 참 낯짝두껍 슬슬 ㅇㅈㅁ도 삥땅궁이 무서울듯 ㅋ,0,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.81,0.16
ㅇㅈㅁ 지지하는 것들은 뇌도 없고 눈치도 드럽게 없어요 진심 구역질 나네 #인간말종은 안 찍어,0,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.11,0.87,0.03
내 마음이 원하는 것과 행동을 다르게 해야한다면 정말 괴로울 것 같다 지금 ㅇㅈㅁ 선거운동 하시는 분들의 모습이 아닐까 싶네,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.88
ㅇㅈㅁ 짓임,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.69
ㅇㅈㅁ 했네 했어,0,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.08,0.9
동감합니다 저도 남양주에 살고 있지만 평이 그렇게 좋지는 않아요 ㅇㅈㅁ과 대립각을 세우고 있다고해서 다 우리편이라고 믿으면 안 됩니다,0,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0.07,0.88
여당 후보가 뭐이럼 후보자 이름도 ㅇㅈㅁ 초성이고 더불어 민주당 당명도 없고 당색갈도 스블 오렌지에 녹색에 파란 잡탕이네,0,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.23,0.65
자음 ㅇㅈㅁ 이요,0,0.03,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.79
ㅇㅈㅁ 오지마 이지메 악재만 양잿물,0,0.01,0.01,0.01,0.13,0.01,0.02,0.02,0.02,0.63,0.17
경선때 그렇게 당하고도 ㅇㅈㅁ을 찍는다고 난 싫다 이번은 여리 찍을거다,0,0.04,0.01,0.01,0.01,0.01,0.03,0.01,0.03,0.56,0.23
ㅇㅈㅁ 의문자,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.88
약자로 ㅇㅈㅁ 이라 하더군요 ㅎㅎㅎㅎㅎㅎ 오렌지조폭망한당,0,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.7,0.18
동의합니다 대선 져도 ㅇㅈㅁ 무리들은 170석 국회의원 수 지방권력에 기대어 기득권을 놓지 않으려 발버둥칠 것 지방선거에서 확실히 민주당을 패배시켜야 제 2의 대장동과 검은돈을 차단할 수 있다고 생각합니다,0,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.32,0.5
투표용지에 ㅇㅈㅁ 이라고 써놔야지 선관위 야,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.44,0.56
그럼 ㅇㅈㅁ 은 3심 에서 살아났으니 착한놈 인가요,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.8
이게 선거 포스터로 딱이지 민주당 이름도 떼고 ㅇㅈㅁ이렇게 표시하던데 이거면 주변미터 영업하기 딱이지ㅋㅋ,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.23,0.71
ㅇㅈㅁ 혼자서 하는 오징어게임 미친,0,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.56,0.41
이러니 민주당 안에서 누가 ㅇㅈㅁ에게 반기를 들 수 있겠나 이런 판을 만들어놓은 이해찬 추미애 니들 다 죽어도 이 죄를 못 갚아,0,0.06,0.01,0.01,0.04,0.01,0.02,0.01,0.07,0.67,0.07
트친님의 의견반영으로 오렌지조폭망한당 ㅎㅎㅎㅎㅎ ㅇㅈㅁ,0,0.04,0.01,0.02,0.02,0.01,0.01,0,0.02,0.55,0.25
ㅇㅈㅁ 하면 이존못 이죠,0,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.14,0.77
ㅇㅈㅁ식종치보복 #절대안찍어,0,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.58,0.37
아마도 ㅇㅈㅁ이 캠프에 끼워주지도 않아서 뭐라도 해서 예쁨 받아보겠다고 저러는건데 ㅋㅋ ㅋㅋ 아니 뭘 할라면 되는걸 해야지 차라리 수의사들의 지지서명이라도 받는게 낫지 않아요 물론 안해주겠지만 ㅋㅋ,0,0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.39,0.5
ㅇㅈㅁ 이 좆 망,0,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.91,0.05
혹시 남양주에도 대장동과 유사한 민관합동개발 계획이 있나요 저렇게 무리하면서까지 현직 시장을 구속시키는 거 보니 조광한 시장과 ㅇㅈㅁ의 악연 외에도 뭔가 있는게 아닐까 싶네요,0,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.15,0.76
이 인간때문에 ㅇㅈㅁ에게만 예외적으로 다 허용됩니다 다른 후보들 일반 유권자들은 더 엄격하게 적용하고 있어요,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.64
ㅇㅈㅁ의 셀프감사 요청이 얼마나 위선적인 지 본인 논문에 잘 드러나 있네요 지자체 내 자체 감사기능이 매우 취약하고 독립성을 갖추지 못해 단체장의 비위행위에 대한 감사는 애초부터 불가능하다 이걸 아는 놈이 본인이 연결된 횡령궁 법카 유용을 셀프 감사로 넘어가려 하다니,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.59,0.44
이러니 더 큰 권력을 주면 안봐도 유툽인것을 미친것들이 뭐 나를 위해 ㅇㅈㅁ 이 지랄 민주당도 공범입니다 아오 진짜 너무 열받네요,0,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.05,0.88,0.05
오징어게임에서 모티브 따온것 같은데 ㅇㅈㅁ 뽑으면 다 죽어 라고 외치는 소리가 들리는듯 하네요,0,0.03,0.03,0.01,0.1,0.01,0.01,0,0.01,0.32,0.38
오 참신한 선거유세다 잘한다 민주당 더불어민주당 ㅇㅈㅁ 초성퀴즈 내 답은 이지메,1,0.02,0.02,0.05,0.01,0.01,0.01,0.01,0.01,0.13,0.77
오렌쥐 조폭 눈꼽만치 남은 민주 ㅎㅎㅎㅎ ㅇㅈㅁ,0,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.33,0.58
아 ㅇㅈㅁ이거 어디서 많이 봤던거 같더라니 캡슐 세제였네요,1,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.06,0.91
ㅇㅈㅁ 지나가는데 응 망 이라고 읽드라 가지가지 한다 현수막은 확 찢어지고 차는 확 디비지고 나무도 확찢어지드만 ㅉㅉ,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.85,0.14
도대체 어느놈 아이디어인지는 모르겠으나 ㅋㅋ 후보 이름도 저렇게 지워버리면 일반 유권자들이 퍽이나 ㅇㅈㅁ 누구지 이지명 이종문 이정만 ㅋㅋ 와 그리고 저 꿘충감성 충만한 노랑 초록은 도대체 뭐냐 ㅋㅋ 복당하신 그분의 그분 아이디언가 문파들이 떠나니까 꿘충만 남았구나,0,0.01,0.01,0.01,0.01,0.06,0.06,0.02,0.17,0.49,0.11
ㅇㅈㅁ 같은데요 하아 진짜 구려요,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.1,0.88
당명은 없고 노랑 초록 하늘색 ㅇㅈㅁ 자음 이미지 어둠의 약 같이 보여서 더 이상함,0,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.63
망할 수 밖에 없는 길로 가네요 민주당을 버리고 ㅇㅈㅁ이라는 인물을 내세우자는 전략인 거 같은데 사실 ㅇㅈㅁ 자체가 문제라 지지율이 안 나오는 거니까,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.46,0.47
옷사러 일부러 사람없을때 갔다온다고 매장오픈시간에 맞줘서 출발했는데 사람이 바글바글해서 뭔일이고 했드만 ㅇㅈㅁ 선거운동,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.61
근데 삐빠들 계정 달고서 글 올리면 삐빠들은 어처피 ㅇㅈㅁ 뽑을거라 선거 승패 목적이 아니게 되는거 아닌가 ㅋㅋㅋㅋㅋㅋ 역발상을 해보자 ㅋㅋㅋㅋㅋㅋ,0,0.04,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.32,0.39
ㅋㅋㅋㅋ ㅇㅈㅁ 까기가 너무 좋은 점 ㅋㅋㅋㅋ 뭘로 비난해도 ㅇㅈㅁ도 했음 ㅋㅋㅋㅋㅋ,0,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22,0.73
ㅇㅈㅁ후보는 음 난 왜 ㅇㅈㅁ생각하면 ㅇㅁㅂ겹쳐질까 설명이 안됨 그냥 느낌임 뭔가 둘은 공통점이 많아보임 머리젛고 꾀도 많고 약고 얕아 보임 지 이익이 어디서 날 건지 재빨리 파악함 이런 류의 사람의 선택 기준은 자기이익임 공익적이기 힘듬,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.74
1 동물권은 인권문제와 직결되어있는 문제임을 공부했으면 좋겟고 2 ㅇㅈㅁ 지지자들은 금수라는거 같아서 제정신인가 싶네,0,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.09,0.75,0.11
문프 공격하면 지지율 떨어지는 거 봤지 말 조심하고 생각 잘해라 윤씨 그리고 ㅇㅈㅁ 까려면 제대로 까고,1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.5,0.49
서초동 검찰청 앞 집회 열릴때 검찰에서 아예 못하게 제재한적 있습니까 장소를 바꿔서라도 다 열렸지 민주당은 당원들 집회에도 당사 폐쇄하고 화장실도 못쓰게 했어요 ㅇㅈㅁ은 지금도 고소고발만 수백명에 당원들 징계도 안풀어요 윤석열이 일반인들 고소했습니까 누가 더 민주적인가요,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.34,0.7
타고난 이중인격체라 시간과 장소가 달라지면 말과 행동이 바뀌는 건 어쩔 수 없어요 밑에서 해명하느라 바쁜 인간들도 이중인격체들이라 ㅇㅈㅁ을 똑닮았네요,0,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.05,0.81,0.13
이게 그 가슴으로 빈유 기죽이는 ㅍㅇ ㅈㅅ ㅇㅈㅁ 라는 거냐 실제로도 기가 좀 죽네요 부담스럽고,0,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.74,0.25
ㅇㅈㅁ 지인지조,1,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.1,0.88
민주당 당원 게시판에서 만대로 비판 못하게 고소고발 하는 이는 민주당과 ㅇㅈㅁ 비판하는 현수막 내걸었다고 고소고발 하는 이는 ㅇㅈㅁ,0,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.32,0.69
사실 저도 이 생각을 안 해본건 아닌데 저희집은 유구하게 엄마가 파랑 아빠도 파랑 이지만 빨강도 꼭 나쁜건 아니잖아 주의 인데 이번에 엄마도 ㅇㅈㅁ은 별로라고 그러고 아빠는 ㅅㅅㅈ 뽑을거라 그러긴 하더라고요,0,0.06,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.24,0.65
ㅇㅈㅁ 지지자는 아닌데 이 사람 복지 하나는 기깔나게 잘함 그리고 복지 일 하는 사람이 줜나게 갈려나감,1,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.16,0.84
지선 총선에 찢계 민주당 의원들 꼭 ㅇㅈㅁ이랑 찍은 사진 걸어라 문프랑 노대통령님 사진 걸면 뒈진다,0,0.05,0.02,0.01,0.02,0.01,0.03,0.01,0.03,0.79,0.1
ㅇㅈㅁ 후보 등록하면 바로 탈당한다 결심했다가 그래도 때가 있겠지 하면서 꾹 참고 있는 1인입니다,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.89
ㅇㅈㅁ 홍보차량소리 들려 역겨워,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.34
사실적시가 안되면 if세계로 가면 되나 ㅋㅋㅋㅋ ㅋㅋㅋㅋ 한국의 if세계관 1 기본소득으로 나라가 망했다 2 전국토 대장동화로 나라가 망했다 3 ㅇㅈㅁ이 대통령되서 나라가 망했다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아예 다른 세계관을 만들면 허위사실도 아니잖아 ㅋㅋㅋㅋㅋ,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.39,0.59
저도요 1번 민주당 로고 ㅇㅈㅁ 풍선로고 배치 깔끔하고 좋네요,1,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.05,0.91
ㅇㅈㅁ이 그냥 숨쉬고 있는것도 빡치는 이시간에 노래 졸라 크게 틀어놓고 기 호 1 번 ㅇ ㅈ ㅁ 이러는거보니까 절대 뽑지 말아야겠음 ㅇㅇ ㅎㅎ,0,0.03,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.82,0.13
근택아 너 때문에 ㅇㅈㅁ 최소 300만표는 떨어진거 같다 김혜경 엉터리로 실드칠 때마다 곧바로 반박증거가 나오잖냐 어떡할래,0,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.4,0.51
맨날 매점 애들이랑 털어서 왔다가 절반은 ㅇㅈㄹ한테 뺏길 거 같음 ㅋㅋ 동아리 활동 시간엔 아이스크림 먹자고 애들한테 꼬시다 ㅇㅈㅁ한테 혼날 듯 키코 걍 계속 혼나네,0,0.05,0.02,0.02,0.01,0.01,0,0.01,0.02,0.57,0.34
우아와오아 아 아아 아 앙너무어 머주엊뭉ㅁㅈㅇㅁㅈㅇㅈ ㅇㅈㅁ 너무 좋아요 미쳣나바 저 지금 벅벅우는중 저 이거 너무 좋아서 모니터에 쪼왑쪼왑 뽀뽀하는중 지금 옆집에서 조용히하라고 클레임들어왔음요 헉헉 너무귀엽다 ㅁㅊ 저 찹쌀님 그림 너무 좋아요 사랑해 이게 머야 이 아기들머야,1,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.33,0.71
그래서 지금은 ㅇㅈㅁ보다는 윤석열이 필요하다 가뜩이나 코비드 사태로 인해 정부의 예산지출이 늘어난 상태에서 기본소득을 주장하는 ㅇㅈㅁ은 결국 미래의 국민들에게 빚만 잔뜩 짊어지게 하고 덤으로 물가상승을 통해 서민들에게 더욱 큰 고통을 안겨줄 것이 뻔하지 않은가,0,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.43,0.4
저는 일단 ㅇㅈㅁ 을 적으로 두는 분들 모두 같은편으로 봅니다,1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.84
진짜 놀랍게도 있더라구요 그런 사람들이 생각보다 많더라구요 첨엔 ㅇㅈㅁ을 안뽑겠다며 시작한거 같은데 급기야는 ㅇㅅㅇ을 착즙하기 시작하며,1,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.83
ㅇㅈㅁ ㅇㅈㅁ # #,1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.82
글솜씨도 ㅇㅈㅁ보다 백배는 낫네 ㅇㅈㅁ 글은 진짜,0,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.16,0.77
응 어디 열심히 해봐 ㅋㅋㅋ 이거 뜬거 알아두고 ㅋㅋㅋㅋ ㅇㅈㅁ 있음 ㅋㅋㅋㅋㅋ,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.77
ㅇㅈㅁ 과실은 못 본척 자리에 연연하면 이렇게 되는구나 싶네요 자괴감은 있겠지요,0,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.62
지구가 블랙홀 되면 안되죠 대선 지선 끝나고 우리 폰에 있는 ㅇㅈㅁ 관련 짤들 싹 삭제할 수 있기를 바랍니다,0,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.31,0.65
#대장동설계자 이재명 #대장동 배임 이재명 대장동 그 분은 빼박 ㅇㅈㅁ이죠,1,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.06,0.9
ㅋㅋㅋㅋ님아 나도 윤 별로임 ㅇㅈㅁ보다야 나아서 뽑겠단거지 근데 궁금해서 그러는데 님도 이런거 하심 오늘 기사 났더라 ㅋㅋㅋㅋ,0,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.11,0.86
이건 오늘 트윗에서 건진 깡 와 ㅇㅈㅁ ㅋ,1,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.09,0.89
ㅋㅋㅋㅋ ㅇㅈㅁ 자선전에 다친 부분은 손목이라는데 어떻게 다친 부분이 올라갔을까ㅋㅋㅋ님아 ㅇㅈㅁ이 빨리 내린건 다 이유가 있답니다 아 재밌다 ㅋㅋㅋㅋㅋ,1,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.82
의자에 발 올린건 불법이냐 그냥 비매너지 민폐로 치자면 실내흡연이 더 심하지 니들은 네거티브 하지 말라니까 아직도 ㅇㅈㅁ을 몰라 파파괴라고,0,0.09,0.05,0.02,0.01,0.01,0.01,0.01,0.03,0.74,0.12
ㄴㅎㅌㄴ ㄴㄹ ㅎㅅ ㄱㄲㄱ ㅈㄴㅈㅅ ㄱㅁㄱ ㄴㄱ ㅁㅇㅎㅇㄷ ㅇㅈㅁ ㄱㄱ ㅁ ㄴㄱ ㄱㄹㄱㄴㄲ ㅇㅌ ㅇㅇㄹ ㅇㄹ ㄲㄱㅈ ㅁㄹ ㅈㅎㄷ ㅈㅈㅎㅈ ㅅㄹㅎ,1,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.39,0.67
근데 우린 참 안 맞아 정치적으론 웃긴 건 울 아빠 베프 중 한 분은 아빠랑 정반대라 ㅇㅈㅁ 캠프서 열일 중ㅋㅋㅋ 그리고 난 선거 초반엔 그 아저씨 욕도 엄청 함ㅋㅋ하여튼 아빠가 궁금한 게 있어도 그 분한텐 뭐 못 물어보고 나한테 물어봄 아저씨는 봇물 터져서 ㅋㅋㅋ,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.14,0.86
단일화 꼼수에 속지 마시길 여론조사 조작질 하는게 ㅇㅈㅁ 특기임,0,0.02,0.01,0.01,0.01,0.01,0.03,0.01,0.06,0.81,0.09
ㅇㅎ 12ㅇ ㅅㅋㅁ ㅇㄱ ㅌㅋㅎㅇ ㅅㅍㅎㄲㅂ ㅊㅅㅇㄹ ㄴ ㅂㄱㅅㅇㄷ ㅇㅈㅁ ㅎㅎ,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.75
니들이 윤씨를 뭘로 까든 ㅇㅈㅁ은 그보다 더한 행적이 있을테니 네거티브 포기해,0,0.06,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.68,0.22
ㅇㅈㅁ가면 쓴거 소름 좋아서 쓴 것인지 본인들 초상권 보호차원인지 몰라도 너무 섬뜩해,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.79
