text,label,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
같이 일하는 직원이 ㅇㅈㅁ 페미 끌여들여서 싫대 으,0,0.83,0.03,0.01,0.03,0.01,0.01,0.01,0.03,0.1,0.08
아니 포비님 말씀왜케웃기지 ㅇㅈㅁ오시들 유사녀많으니까 본받을게많대 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0.83,0.13,0.01,0.05,0.02,0.02,0.01,0.02,0.06,0.04
ㅇㅈㅁ 존나 싫은데 윤만은 막아야된다 이건 여자들 생존문제가 달림,0,0.82,0.07,0.02,0.02,0.01,0.01,0.01,0.02,0.12,0.09
나도 2030여잔데 페미라면서 ㅇ재명지지하는 것들은 제정신이냐 유기동물 반려한다는 트위터리안들도 ㅇㅈㅁ 지지한다는 사람들 왤케 많아 논리척인 척 하면서 내용은 하나도 안맞아 다 이재명 논리만 갖다 쓰고 윤은 악마화 하잖아 머리가 없다느니,0,0.82,0.02,0.01,0.06,0.01,0.01,0.02,0.06,0.13,0.07
ㅇㅈㅁ 안 뽑는다는 여자들 쳐맞는게 어이가 없어,0,0.79,0.08,0.01,0.02,0.02,0.01,0.01,0.03,0.13,0.06
나도 마음같아선 페미니즘 속성과외받은 ㅇㅈㅁ보다 ㅅㅅㅈ을 뽑고싶거든 근데 유력후보중 하나가 지 혼자선 아무것도 못하는 박근혜 mk 2 인데 제정신 박혀있으면 그 꼬라지 두번은 안봐야지,0,0.79,0.03,0.02,0.02,0.01,0.01,0.01,0.04,0.18,0.08
ㅇㅈㅁ 지지한다는 여자들한테 너 나중에 꼭 ㅇㅈㅁ 같은 남편 만나 하는건 대체 ㅋㅋㅋ 자기들딴엔 인생 최대의 목표가 결혼이라 남편 잘못만나라는 말이 최고의 욕인가봄 아마 ㅇㅈㅁ 지지하는 여자들중에선 결혼 생각 없는 여자들도 많지 않을까나 ㅎ,0,0.78,0.04,0.01,0.02,0.01,0.01,0.01,0.02,0.13,0.1
ㅇㅈㅅ 막으려고 ㅇㅈㅁ 찍는 한녀 팔자 넘나 기구하고 내손으로 ㅇㅈㅁ 찍을줄이야,0,0.78,0.11,0.01,0.05,0.01,0.01,0.01,0.02,0.08,0.06
탐라 대단한 여성분들 여자살해범 조카 번호 ㅇㅈㅁ 따라 다니는 심상정은 아주 아직도 정상으로 보이시죠 그러면서 윤석열 지지자는 왜 본인 투표에 글 남기느냐는 멘션까지 하시는 파워님들,0,0.76,0.04,0.01,0.02,0.01,0.02,0.01,0.03,0.14,0.17
연애를 무상으로 하는 남자나 여자는 그냥 뻔뻔하고 치졸한 군상이다 ㅇㅈㅁ이 그렇네요 친구끼리 만나도 식사 커피 번갈아 내는데,0,0.75,0.13,0.02,0.02,0.01,0.01,0.01,0.02,0.07,0.07
인터넷 글들만 봐도 ㅇㅈㅁ 까는 글 진짜 많았는데 이번에 여자들 ㅅ 뽑고 싶어도 전략투표로 ㅇ 뽑아야한다 글 돌기 시작하면서 온갖 해명글이랑 기사들 보면서 어떤 식으로든 뉴스 기사들이 진짜 무서운게 많고 생각보다 인터넷 곳곳에 작업하는 사람들이 많구나 느낌,0,0.75,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.1,0.21
엄빠랑 밥먹다가 ㅇㅅㅇ그새끼 진짜 싫어 생각도 사상도 미친놈이라 절대 뽑기 싫다고 했더니 엄마가 너는 ㅇㅈㅁ도 싫어하잖아 어떻게 안거지 말한적이 내가 있던가 진짜 두놈 다 싫어 이나라 여자들을 피 말려 먹을 인간들 이라 더 싫어,0,0.74,0.05,0.03,0.02,0.01,0.01,0.01,0.03,0.21,0.05
ㅇㅈㅁ 뽑아야 여자가 산다는거 너무 웃김 둘다 2 30대 여성한테 ㅈ도 관심없어요,0,0.74,0.06,0.01,0.01,0.03,0.02,0.01,0.03,0.14,0.11
저런 중년 여자들이 ㅇㅅㅇ 같은 사람 찍을라나 ㅇㅈㅁ 가정사 불행한 거 존나 불쌍하다고 지 자기들이 대신 고통스러워 하면서 ㅇㅈㅁ 불쌍하니까 찍어줘야 한다고 하는 여자들도 있더라 전략적 투표 그런 거 아니고 불쌍해서 ㅋ,0,0.74,0.04,0.01,0.02,0.02,0.01,0.01,0.03,0.13,0.18
각자 그나마 이득이라고 생각하는 후보 누굴 뽑든 그러려니 하겠는데 여자라면 누구 뽑아야 한다는 소리는 1 2번 모두 들을 자격없다고 생각 ㅋㅋㅋ 자꾸 여자라면 ㅇㅈㅁ뽑으란 소리 흘러들어와서 어이없을 뿐,0,0.73,0.04,0.02,0.02,0.01,0.02,0.0,0.02,0.08,0.19
여가부라는 이름에 왜 그렇게 집착하지 성범죄 전담기관 생기는 게 싫어 솔직히 페미 입장에서 여성 가족 을 엮는 거 짜증나지 않냐 그거 하나로 윤씨 까는 거 진짜 돌머리들 같음 그냥 욕설이나 하는 ㅇㅈㅁ한테 가스라이팅이나 당하고 살고 싶은 변태들 주제에 페미 좋아하시네,0,0.73,0.03,0.03,0.02,0.01,0.01,0.01,0.09,0.25,0.05
ㅇㅅㅇ찍는 여자는 여자로 안보겠지만 ㅇㅈㅁ 찍는 여자는 사람으로 안봐,0,0.72,0.04,0.02,0.02,0.01,0.01,0.01,0.02,0.16,0.16
20대 여자들이 ㅇㅈㅁ 지지하는게 너무 이상해서 찾아보니까 이준석 영향이 크네요 여자들이 ㅇㅈㅁ 지지한다는 사실이 너무 충격적입니다,0,0.72,0.02,0.01,0.02,0.02,0.01,0.01,0.03,0.1,0.24
며칠 전부터 윤석열이 여혐이라 이재명 찍는다는 트페미가 많아졌다 ㅇㅈㅁ이 당선되고 트페미를 봤을 때 예상되는 반응이라면 1 ㅆㅂㄴㅇ 투척하면서 해산시킴 2 정신병원 강제입원시킴 3 다했죠 하고 무시해버림,0,0.72,0.03,0.02,0.01,0.01,0.01,0.01,0.04,0.24,0.13
이ㅈㅁ일당이 그동안 꼬불친 머니를 대량 살포하나봐 온갖 듣보잡 유튜버가 윤씨 가짜뉴스 뿌리고 이ㅈㅁ 피의쉴드에다 다음댓글은 댓글공작단이 완전 장악 거기에 진보팔이 장사치와 페미집단등이 이권동맹으로 사후 댓가를 약속받은것 처럼 갑자기 각 커뮤니티에서 ㅇㅈㅁ지지 호소하며 발악중,0,0.7,0.01,0.01,0.03,0.02,0.01,0.02,0.17,0.27,0.07
아니 애들아 차라리 ㅇㅈㅁ을 뽑아라 내가 진짜 여자들이 ㅇㅅㅇ 뽑겠다고 들고 일어나는 꼴을 보다니 걍 미치겠다,0,0.68,0.03,0.01,0.02,0.01,0.01,0.01,0.03,0.27,0.11
제발 ㅇㅈㅁ도싫은데 제발전략투표합시다 여가부폐지는진짜 미친소리다,0,0.67,0.01,0.02,0.02,0.01,0.02,0.01,0.07,0.28,0.07
ㅇㅊㅅ 진짜 막판에 급 악재네 진짜 어떤 심정으로 우리가 ㅇㅈㅁ찍을려는지도 모르고 ㅇㅅㄹ 되면 여자들 진짜 다 죽는다,0,0.66,0.1,0.02,0.01,0.01,0.01,0.01,0.02,0.17,0.1
솔직히 누구 밀든 그사람 맘이긴 한데 여성인권 ㅋㅋㅋ 을 ㅇㅈㅁ이 챙길거같진않음 차라리 민주당을 보고 뽑거나 국힘극혐이라 뽑으면 모를까 안만나조범죄 변호한거만봐도 각나오지안나요,0,0.66,0.04,0.01,0.03,0.01,0.01,0.01,0.03,0.21,0.2
몇달전에 다리다쳐서 무릎연골 나가고 지금 아직까지도 치료받으면서 엄마랑 얘기하면서 자기는 잘못했으면 장애인될뻔했다고 했으면서 어떻게 저런말을 하지 이해안됨 ㅇㅈㅁ 뽑히면 서민 좆된다고 윤뽑는다는 능지에 여성차별없다며 지는 친구중에 페미 한명도 없다고 하는 능지에 뭘바라겠어,0,0.65,0.03,0.01,0.02,0.02,0.02,0.01,0.1,0.25,0.07
ㅇㅈㅁ을 모르는 심상정 지지자들은 윤석열 무속과 여가부 폐지 타투 미인정만 열을 올린다 결국 그들도 본인 잇속 안되니까 뻥으로 해 준다는 사람이 괜찮다는 거면서 서로 똘똘 뭉쳐 개념이라는 소리는 심상정이 언제 한 번 김부선 안아나 줬나 심상정은 아들 귀족학교 보내는 분이세요,0,0.65,0.01,0.01,0.04,0.01,0.01,0.01,0.09,0.18,0.15
ㅇㅈㅁ 옆에는 흰옷 입은 여자들,0,0.64,0.02,0.01,0.02,0.01,0.01,0.01,0.03,0.19,0.22
ㅇㅈㅁ 찍어야 한다고 난리인 트페미 중에는 투표권 없는 애들이 대다수가 아닐까 의심스러움 자기들이 못 찍으니까 찍어 달라고 호소하는 투 같지 않아요 그렇게 보면 모든 게 이해됨 ㅇㅈㅁ에 대해 몰라도 너무 모르고 돌아가는 판을 전혀 모름 애들이라면 충분히 이해되는 상황,1,0.64,0.03,0.03,0.01,0.01,0.01,0.0,0.04,0.17,0.15
ㅇㅈㅁ 성평등 딱 이슈로 꺼냇는데 ㅇㅅㅇ이 여자집단 남자집단으로 보지말구 개개인으로 보자고 하구 뭉갬,0,0.62,0.07,0.05,0.01,0.01,0.01,0.01,0.02,0.09,0.17
가암히 여자들이 자기들과 대등한 인간으로 취급받는거 못참겠다고 그럴바에 차라리 다같이 죽자고 무덤파고있는 인셀새끼들 보면서 한심하다고 생각했는데 이쪽도 마찬가지같음 ㅇㅈㅁ이 너무 싫어서 그냥 다 죽자고 모두함께 파묻힐 무덤 파고있는듯,0,0.62,0.12,0.02,0.02,0.01,0.01,0.01,0.03,0.22,0.05
뇨테로 100분 토론 이즘희남 마꼬토녀편 마꼬토녀는 거유임 원본보다 47291003배정도 짭ㄹ친같음 연성을 보다보면 ㅇㅈㅁ를 메우고싶음,0,0.61,0.1,0.02,0.18,0.01,0.01,0.01,0.01,0.07,0.15
우리학교는 여대라 그냥 일편단심 ㅇㅈㅁ밖에 없는거같은데 ㅋㅋ,0,0.6,0.03,0.09,0.01,0.01,0.02,0.01,0.08,0.06,0.16
